en,es
"Other changes are known to occur in the expression patterns of genes, also known as epigenetic alterations, that affect the body's tissues and cells.","Se sabe que ocurren otros cambios en los patrones de expresión de genes, también conocidos como alteraciones epigenéticas, que afectan a los tejidos y células del cuerpo."
"Genes silenced or expressed only at low levels in newborns become prominent in older people, leading to the development of degenerative diseases, like Alzheimer's, which accelerate aging.","Los genes silenciados o expresados sólo a niveles bajos en los nios se vuelven prominentes en las personas más envejecidos, llevando al desarrollo de enfermedades degenerativas, como el alzhéimer, que acceleran el envejecimiento."
"Even if we could avoid all these harmful genetic alterations, not even our own cells could save us.","Incluso si podramos evitar todas estas alteraciones genéticas daidas, ni siquiera nuestras propias células podramos salvarnos."
"The fact remains  that cellular regeneration, the very stuff of life, declines as we age.","El hecho permanece que la regeneración celular, la propia cosa de la vida, disminuye a medida que envejecemos."
"The DNA in our cells is packaged within chromosomes, each of which has two protective regions at the extremities called telomeres.Those shorten every time cells replicate.When telomeres become too short, cells stop replicating and die, slowing the body's a","El ADN en nuestras células está emballado dentro de los cromosomas, cada una de las cuales tiene dos regiones protegida en las extremidades llamadas telómetros.Esos corren cada vez que las células se replican.Cuando los telómetros se vuelven demasiado cortos, las células dejan de replicar y morir, ralentiendo el cuerpo."
"With age,  cells increasingly grow senescent, too, a process that halts the cell cycle in times of risk, like when cancer cells are proliferating.","Con la edad, las células también crecen cada vez más senescentes, un proceso que detenece el ciclo de las células en momentos de riesgo, como cuando las células de cáncer proliferan."
"But the response  also kicks in more as we age, halting cell growth and cutting short their ability to replicate.","Pero la respuesta también avanza más a medida que envejecemos, deteniendo el crecimiento de las células y reduciendo su capacidad de replicar."
Aging also involves stem cells that reside in many tissues and have the property of dividing without limits to replenish other cells.,El envejecimiento también implica células madre que residen en muchos tejidos y tienen la propiedad de dividir sin lmites para reconocer otras células.
"As we get older,  stem cells decrease in number and tend to lose  their regenerative potential, affecting tissue renewal and maintenance of our organs original functions.","A medida que envejecemos, las células madre disminuyen en nmero y tienden a perder su potencial regenerativo, afectando el renovamiento del tejido y el mantenimiento de nuestros órganos funciones originales."
Other changes revolve around cells'  ability to function properly.,Otros cambios se giran en la capacidad de las células para funcionar correctamente.
"As they age, they stop being able to do quality control on proteins, causing the accumulation of damaged and potentially toxic nutrients, leading to excessive metabolic activity that could be fatal for them.","A medida que envejecen, dejan de poder controlar la calidad de las protenas, causando la acumulación de nutrientes daados y potencialmente tóxicos, conduciendo a una actividad metabólica excesiva que podra ser fatal para ellos."
"Intercellular communication also slows, ultimately undermining  the body's functional ability.","La comunicación intercelulare también disminuye, en ltima instancia subminando la habilidad funcional del cuerpo."
There's a lot we don't yet  understand about aging.,An no entendemos mucho sobre el envejecimiento.
"Ultimately, does longer life as we know it come down to diet, exercise, medicine, or something else?","En ltima instancia, la vida más larga como lo sabemos se reduce a la dieta, el ejercicio, la medicina o otra cosa?"
"Will future technologies, like cell-repairing nanobots, or gene therapy, artificially extend our years?","Las tecnologas futuras, como los nanobots de reparación de células, o la terapia genética, ampliarán artificialmente nuestros aos?"
And do we want to live longer than we already do?,Quieren vivir más tiempo de lo que ya lo hacemos?
"Starting with 122 years as inspiration, there's no telling where our curiosity might take us.","Comenzando con 122 aos de inspiración, no hay decir dónde nos lleva nuestra curiosidad."
I'm delighted to be here.,Estoy feliz de estar aqu.
"I'm honored by the invitation, and thanks.",Estoy honorado por la invitación y gracias.
"I would love to talk about stuff that I'm interested in, but unfortunately, I suspect that what I'm interested in won't interest many other people.","Me encantara hablar de cosas que me interesan, pero, desafortunadamente, sospecho que lo que me interesa no interesará a muchas otras personas."
"First off, my badge says I'm an astronomer.","Primero, mi instinto dice que soy un astrónomo."
"I would love to talk about my astronomy, but I suspect that the number of people who are interested in radiative transfer in non-gray atmospheres and polarization of light in Jupiter's upper atmosphere are the number of people who'd fit in a bus shelter.","Me encantara hablar de mi astrónoma, pero sospecho que el nmero de personas que están interesados en el transferido radiativo en las atmósferas no gracias y la polarización de la luz en la atmósfera superior de Jupiter son el nmero de personas que encajaran en un abril de autobs."
So I'm not going to talk about that.,No voy a hablar de eso.
" It would be just as much fun to talk about some stuff that happened in 1986 and 1987, when a computer hacker is breaking into our systems over at Lawrence Berkeley Labs.","Sera igual de divertido hablar de algunas cosas que sucedieron en 1986 y 1987, cuando un hacker de computadoras está rompiendo nuestros sistemas en los Laboratorios Lawrence Berkeley."
"And I caught the guys, and they turned out to be working for what was then the Soviet KGB, and stealing information and selling it.","Y atrapé a los chicos, y resultaron estar trabajando por lo que entonces era el KGB soviético, robando información y vendiendola."
"And I'd love to talk about that -- and it'd be fun -- but, 20 years later ...I find computer security, frankly, to be kind of boring.","Y me encantara hablar de eso, y sera divertido, pero 20 aos después, me encuentra que la seguridad de la computadora, francamente, es un poco aburrida."
"It's tedious.I'm -- The first time you do something, it's science.The second time, it's engineering.A third time, it's just being a technician.I'm a scientist.","Es difcil.Soy... La primera vez que haces algo, es ciencia.La segunda vez, es ingeniera.La tercera vez, es solo ser técnico.Soy cientfico."
"Once I do something, I do something else.","Una vez que hago algo, hago algo más."
"So, I'm not going to talk about that.",No voy a hablar de eso.
"Nor am I going to talk about what I think are obvious statements from my first book, ""Silicon Snake Oil,"" or my second book, nor am I going to talk about why I believe computers don't belong in schools.I feel that there's a massive and bizarre idea going a","No voy a hablar de lo que creo que son declaraciones obvias de mi primer libro, ""Silicon Snake Oil"", o de mi segundo libro, ni de por qué creo que las computadoras no pertenecen en las escuelas.Siento que hay una idea masiva y extraa que ir a una idea."
No!,No!
"Get them out of schools, and keep them out of schools.","Saben de las escuelas, y mantenganlos fuera de las escuelas."
"And I'd love to talk about this, but I think the argument is so obvious to anyone who's hung around a fourth grade classroom that it doesn't need much talking about -- but I guess I may be very wrong about that, and everything else that I've said.","Y me encantara hablar de esto, pero creo que el discusione es tan obvio para cualquiera que está encima de un aula de cuarto grado que no necesita mucho hablar, pero supongo que puedo estar muy equivocado en eso, y en todo lo que he dicho."
So don't go back and read my dissertation.,As que no regresen y leen mi estudio.
"It probably has lies in it as well.Having said that, I outlined my talk about five minutes ago. And if you look at it over here, the main thing I wrote on my thumb was the future.","Probablemente tiene mentiras también.Dividiéndolo, dibujé mi charla hace cinco minutos. Y si lo miran aqu, lo principal que escrib en mi agujero fue el futuro."
"I'm supposed to talk about the future, yes?","Se debe hablar del futuro, s?"
"Oh, right.","Oh, verdad?"
"And my feeling is, asking me to talk about the future is bizarre, because I've got gray hair, and so, it's kind of silly for me to talk about the future.","Y mi sentimiento es que pidierme que habla del futuro es extrao, porque tengo pelo gris, y as, es algo tonto para m hablar del futuro."
"In fact, I think that if you really want to know what the future's going to be, if you really want to know about the future, don't ask a technologist, a scientist, a physicist.No!Don't ask somebody who's writing code.No, if you want to know what society's ","De hecho, creo que si realmente quieren saber qué va a ser el futuro, si realmente quieren saber sobre el futuro, no pregunten a un tecnólogo, cientfico, fsico.No!No pregunten a alguien que está escribiendo código.No, si quieren saber cuál es la sociedad."
They're the ones who know what society is going to be like in another generation.,Son los que saben cómo será la sociedad en otra generación.
I don't.,No lo hago.
"Nor, I suspect, do many other people who are talking about what the future will bring.","No, sospecho, otras personas que están hablando de lo que traerá el futuro."
"Certainly, all of us can imagine these cool new things that are going to be there.","Por supuesto, todos nosotros podemos imaginar estas nuevas cosas geniales que van a estar all."
"But to me, things aren't the future.","Pero para m, las cosas no son el futuro."
"What I ask myself is, what's society is going to be like, when the kids today are phenomenally good at text messaging and spend a huge amount of on-screen time, but have never gone bowling together?","Lo que me pregunto es, cómo será la sociedad cuando los nios de hoy son fantásticamente buenos en la mensaje de texto y pasan una gran cantidad de tiempo en la pantalla, pero nunca han ido a juntar?"
"Change is happening, and the change that is happening is not one that is in software.","El cambio está sucediendo, y el cambio que está sucediendo no es uno que está en el software."
"But that's not what I'm going to talk about.I'd love to talk about it, it'd be fun, but I want to talk about what I'm doing now.What am I doing now?","Pero eso no es lo que voy a hablar.Me encantara hablar de ello, sera divertido, pero quiero hablar de lo que estoy haciendo ahora.Qué estoy haciendo ahora?"
Oh -- the other thing that I think I'd like to talk about is right over here.,Ah... lo otro que creo que me gustara hablar es justo aqu.
Right over here.,Justo aqu.
Is that visible?,Es visible?
What I'd like to talk about is one-sided things.,Me gustara hablar de cosas unilatérales.
I would dearly love to talk about things that have one side.,Me encantara hablar de cosas que tienen un lado.
Because I love Mobius loops.,Porque me encantan los clculos de Mobius.
"I not only love Mobius loops, but I'm one of the very few people, if not the only person in the world, that makes Klein bottles.","No sólo amo las crculas de Mobius, sino que soy una de las pocas personas, si no la nica persona del mundo, que hace botellas Klein."
"Right away, I hope that all of your eyes glaze over.","Ahora mismo, espero que todos sus ojos se piernan."
This is a Klein bottle.,Esta es una botella Klein.
"For those of you in the audience who know, you roll your eyes and say, yup, I know all about it.","Para aquellos de ustedes en el pblico que saben, giran los ojos y digan, yo, sé todo sobre eso."
It's one sided.,Es un lado.
It's a bottle whose inside is its outside.It has zero volume.And it's non-orientable.,"Es una botella cuyo dentro está fuera.Tiene volumen cero, y no es orientable."
It has wonderful properties.,Tiene propiedades maravillosas.
"If you take two Mobius loops and sew their common edge together, you get one of these, and I make them out of glass.And I'd love to talk to you about this, but I don't have much in the way of ... things to say because --  However, the ""D"" in TED of course ","Si tomamos dos lneas de Mobius y juntamos su borde comn, obtenemos una de estas, y los hago de vidrio.Y me encantara hablarles de esto, pero no tengo mucho en el camino de... cosas que decir porque... Sin embargo, el ""D"" en TED por supuesto."
"And because our universe is only three spatial dimensions, it can hold fluids.","Y como nuestro universo es solo tres dimensiones espaciales, puede mantener fluidos."
So it's highly -- that one's the cool one.,Es altamente... ese es el genial.
That was a month of my life.,Ese fue un mes de mi vida.
"But although I would love to talk about topology with you, I'm not going to.","Pero aunque me encantara hablar de topologa con Uds., no lo voy a hacer."
" Instead, I'm going to mention my mom, who passed away last summer.","En cambio, voy a mencionar a mi madre, que murió el verano pasado."
"Had collected photographs of me, as mothers will do.","Haba recolectado fotografas de m, como las madres lo harán."
Could somebody put this guy up?,Podra alguien poner a este tipo?
"And I looked over her album and she had collected a picture of me, standing -- well, sitting -- in 1969, in front of a bunch of dials.","Y miré su álbo y haba recolectado una foto de m, sentada, bueno, sentada, en 1969, frente de un montón de diales."
"And I looked at it, and said, oh my god, that was me, when I was working at the electronic music studio!","Y lo miré y dije: ""Dios mi dios, eso era yo, cuando trabajaba en el estudio de msica electrónica!"
"As a technician, repairing and maintaining the electronic music studio at SUNY Buffalo.","Como técnico, reparando y manteniendo el estudio de msica electrónica de SUNY Buffalo."
And wow!,Y bueno!
Way back machine.,Una máquina de vuelta.
"And I said to myself, oh yeah!","Y me dije, s!"
And it sent me back.,Y me envió de vuelta.
"Soon after that, I found in another picture that she had, a picture of me.","Poco después, encontré en otra foto que ella tena, una foto de m."
This guy over here of course is me.,"Este tipo aqu, por supuesto, es yo."
"This man is Robert Moog, the inventor of the Moog synthesizer, who passed away this past August.Robert Moog was a generous, kind person, extraordinarily competent engineer.A musician who took time from his life to teach me, a sophomore, a freshman at SUNY ","Este hombre es Robert Moog, el inventor del sintetizador de Moog, que murió este ao pasado.Robert Moog fue una persona generosa, amable, ingeniera extraordinariamente competente.Un msico que tomó tiempo de su vida para ensearme, un estudiante, un estudiante en SUNY."
"He'd come up from Trumansburg to teach me not just about the Moog synthesizer, but we'd be sitting there -- I'm studying physics at the time.","Vena de Trumansburg para ensearme no solo sobre el sintetizador Moog, sino que estamos sentados all... Estoy estudiando fsica en ese momento."
"This is 1969, 70, 71.","Esto es 1969, 70, 71."
"We're studying physics, I'm studying physics, and he's saying, ""That's a good thing to do.","Estamos estudiando fsica, estoy estudiando fsica, y él dice: ""Eso es algo bueno."
"Don't get caught up in electronic music if you're doing physics.""","No se atraen en la msica electrónica si estás haciendo fsica""."
Mentoring me.,Mentorme.
He'd come up and spend hours and hours with me.,Aprenda y pasaba horas y horas conmigo.
He wrote a letter of recommendation for me to get into graduate school.,Él escribió una carta de recomendación para m para entrar en la universidad.
"In the background, my bicycle.","En el fondo, mi bicicleta."
I realize that this picture was taken at a friend's living room.,Me da cuenta de que esta foto fue tomada en la sala de estar de un amigo.
Bob Moog came by and hauled a whole pile of equipment to show Greg Flint and I things about this.,Bob Moog vino y trajo toda una montón de equipo para mostrarle a Greg Flint y a m cosas sobre esto.
"We sat around talking about Fourier transforms, Bessel functions, modulation transfer functions, stuff like this.Bob's passing this past summer has been a loss to all of us.Anyone who's a musician has been profoundly influenced by Robert Moog.","Nos sentamos hablando de transformaciones de Fourier, funciones de Bessel, funciones de transferencia de modulación, cosas como estas.La pasación de Bob este verano pasado ha sido una pérdida para todos nosotros.Cualquiera que es msico ha sido profundamente influyente por Robert Moog."
 And I'll just say what I'm about to do.,Y diré lo que estoy a punto de hacer.
"What I'm about to do -- I hope you can recognize that there's a distorted sine wave, almost a triangular wave upon this Hewlett-Packard oscilloscope.","Lo que estoy a punto de hacer, espero que puedan reconocer que hay una onda de siempre distorsivo, casi una onda triangular sobre este oscilóscopio de Hewlett-Packard."
"Oh, cool.","Ah, genial."
"I can get to this place over here, right?","Puedo llegar a este lugar aqu, verdad?"
Kids.,Nios.
Kids is what I'm going to talk about -- is that okay?,"Los nios es de lo que voy a hablar, está bien?"
"It says kids over here, that's what I'd like to talk about.","Dijo a los nios aqu, de eso me gustara hablar."
"I've decided that, for me at least, I don't have a big enough head.","He decidido que, por lo menos, no tengo una cabeza suficientemente grande."
So I think locally and I act locally.,As que pienso localmente y actuo localmente.
"I feel that the best way I can help out anything is to help out very, very locally.So Ph.D. this, and degree there, and the yadda yadda.I was talking about this stuff to some schoolteachers about a year ago.","Creo que la mejor manera de ayudar a cualquier cosa es ayudar muy, muy localmente.As que el doctorado esto, y el grado all, y el yadda yadda.Estaba hablando de esto hace un ao con algunos profesores de escuelas."
"And one of them, several of them would come up to me and say, ""Well, how come you ain't teaching?""","Y uno de ellos, varios de ellos me acercaran y me diran: ""Bueno, cómo no enseas?"""
"And I said, ""Well, I've taught graduate -- I've had graduate students, I've taught undergraduate classes.""","Y dije: ""Bueno, he enseado a estudiantes, he tenido estudiantes, he enseado clases de grado""."
"No, they said, ""If you're so into kids and all this stuff, how come you ain't over here on the front lines?","No, dijeron: ""Si estás tan en nios y todo esto, cómo no estás aqu en la primera lnea?"
"Put your money where you mouth is.""","Pogan tu dinero donde estás la boca""."
Is true.Is true.,Es verdad.Es verdad.
I teach eighth-grade science four days a week.,Enseo ciencia de octavo grado cuatro das por semana.
Not just showing up every now and then.,No sólo aparece cada vez y entonces.
"No, no, no, no, no.","No, no, no, no, no."
I take attendance.,Asisto.
I take lunch hour.,Tomé la hora del almuerzo.
" This is not -- no, no, no, this is not claps.","Esto no es... no, no, no, esto no es aplausos."
I strongly suggest that this is a good thing for each of you to do.,Sugieren fuertemente que esto es algo bueno para cada uno de ustedes.
Not just show up to class every now and then.,No aparece a la clase cada vez y entonces.
Teach a solid week.,Enseen una semana sólida.
"Okay, I'm teaching three-quarters time, but good enough.","Bien, estoy enseando tres cuartos de tiempo, pero lo suficientemente bueno."
"One of the things that I've done for my science students is to tell them, ""Look, I'm going to teach you college-level physics.","Una de las cosas que he hecho para mis estudiantes de ciencias es decirles: ""Miren, les voy a ensear fsica a nivel universitario."
"No calculus, I'll cut out that.","No es cálculo, lo corté."
You won't need to know trig.,No necesitas saber trig.
"But you will need to know eighth-grade algebra, and we're going to do serious experiments.","Pero hay que saber álgebra de octavo grado, y vamos a hacer experimentos serias."
None of this open-to-chapter-seven-and-do-all-the-odd-problem-sets.,Ninguno de estos grupos de problemas abiertos a cuadro-siete-y-todos.
"We're going to be doing genuine physics.""","Vamos a hacer fsica verdadera""."
And that's one of the things I thought I'd do right now.,Y esa es una de las cosas que pensé hacer ahora mismo.
" Oh, before I even turn that on, one of the things that we did about three weeks ago in my class -- this is through the lens, and one of the things we used a lens for was to measure the speed of light.","Ah, antes de incluso de acciónr eso, una de las cosas que hicimos hace unos tres semanas en mi clase, esto es a través de la lente, y una de las cosas para las que usamos la lente fue medir la velocidad de la luz."
"My students in El Cerrito -- with my help, of course, and with the help of a very beat up oscilloscope -- measured the speed of light.We were off by 25 percent.How many eighth graders do you know of who have measured the speed of light?","Mis estudiantes en El Cerrito, con mi ayuda, por supuesto, y con la ayuda de un oscilóscopio muy ajustado, mediron la velocidad de la luz.Estábamos en un 25 %.Cuántos alumnos de octavo grado saben quiénes mediron la velocidad de la luz?"
"In addition to that, we've measured the speed of sound.","Además de eso, hemos medido la velocidad del sonido."
"I'd love to measure the speed of light here.I was all set to do it and I was thinking, ""Aw man,"" I was just going to impose upon the powers that be, and measure the speed of light.And I'm all set to do it.","Me encantara medir la velocidad de la luz aqu.Todo estaba apuntado a hacerlo y estaba pensando: ""Ah, hombre"", iba a impunir a los poderes que son, y medir la velocidad de la luz.Y todo estaba apuntado a hacerlo."
"I'm all set to do it, but then it turns out that to set up here, you have like 10 minutes to set up!","Todos estoy listos para hacerlo, pero luego resulta que para instalarse aqu, tienen como 10 minutos para instalarlo!"
And there's no time to do it.,Y no hay tiempo para hacerlo.
"So, next time, maybe, I'll measure the speed of light!","As que, la próxima vez, tal vez, mediré la velocidad de la luz!"
"But meanwhile, let's measure the speed of sound!","Pero mientras tanto, mejamos la velocidad del sonido!"
"Well, the obvious way to measure the speed of sound is to bounce sound off something and look at the echo.","Bueno, la forma obvia de medir la velocidad del sonido es salir el sonido de algo y mirar el emocional."
"But, probably -- one of my students, Ariel [unclear], said, ""Could we measure the speed of light using the wave equation?""","Pero probablemente... uno de mis estudiantes, Ariel, dijo: ""Podramos medir la velocidad de la luz usando la ecuación de ondas?"""
And all of you know the wave equation is the frequency times the wavelength of any wave ... is a constant.,Todos ustedes saben que la ecuación de ondas es la frecuencia veces la longitud de onda de cualquier onda... es una constante.
"When the frequency goes up, the wavelength comes down.","Cuando la frecuencia aumenta, la longitud de onda baja."
"Wavelength goes up, frequency goes down.","La longitud de ondas aumenta, la frecuencia baja."
"So, if we have a wave here -- over here, that's what's interesting -- as the pitch goes up, things get closer, pitch goes down, things stretch out.","As que, si tenemos una onda aqu, aqu, eso es lo interesante, a medida que se acerca, las cosas se acercan, las cosas bajan, las cosas se acercan."
Right?,Verdad?
This is simple physics.,Esto es fsica simple.
"All of you know this from eighth grade, remember?","Todos ustedes lo saben desde octavo grado, recuerdan?"
"What they didn't tell you in physics -- in eighth-grade physics -- but they should have, and I wish they had, was that if you multiply the frequency times the wavelength of sound or light, you get a constant.","Lo que no les dijeron en fsica, en fsica de octavo grado, pero deberan tener, y me gustara que lo hicieran, era que si multiplicamos la frecuencia veces la longitud de onda de sonido o luz, tenemos una constante."
And that constant is the speed of sound.,Y esa constante es la velocidad del sonido.
"So, in order to measure the speed of sound, all I've got to do is know its frequency.","Para medir la velocidad del sonido, todo lo que tengo que hacer es saber su frecuencia."
"Well, that's easy.","Bueno, es fácil."
"I've got a frequency counter right here.Set it up to around A, above A, above A.There's an A, more or less.","Tengo un contador de frecuencias aqu.Alrededor de A, encima de A, encima de A. Hay un A, más o menos."
"Now, so I know the frequency.",As que conozco la frecuencia.
It's 1.76 kilohertz.,Son 1.76 kilohertz.
I measure its wavelength.,Meo su longitud de onda.
"All I need now is to flip on another beam, and the bottom beam is me talking, right?","Todo lo que necesito ahora es girar en otro lámpara, y el lámpara inferior es yo hablando, verdad?"
"So anytime I talk, you'd see it on the screen.","As que cuando hablo, lo veran en la pantalla."
"I'll put it over here, and as I move this away from the source, you'll notice the spiral.","Lo voy a poner aqu, y mientras lo vayo de la fuente, notarán la espiral."
The slinky moves.,El agujero se mueve.
"We're going through different nodes of the wave, coming out this way.","Estamos pasando por diferentes nodos de la onda, saliendo de esta manera."
"Those of you who are physicists, I hear you rolling your eyes, but bear with me.","Aquellos de ustedes que son fsicos, los oye girando los ojos, pero tengan conmigo."
" To measure the wavelength, all I need to do is measure the distance from here -- one full wave -- over to here.","Para medir la longitud de onda, todo lo que necesito hacer es medir la distancia desde aqu, una onda completa, hasta aqu."
"From here to here is the wavelength of sound.So, I'll put a measuring tape here, measuring tape here, move it back over to here.I've moved the microphone 20 centimeters.","De aqu a aqu está la longitud de onda del sonido.As que poneré una cinta de mesa aqu, cinta de mesa aqu, la mov aqu.He movido el micrófono 20 centmetros."
"0.2 meters from here, back to here, 20 centimeters.","0,2 metros de aqu, de vuelta a aqu, 20 centmetros."
"OK, let's go back to Mr. Elmo.","Bien, volvamos al Sr. Elmo."
"And we'll say the frequency is 1.76 kilohertz, or 1760.","Y dirémos que la frecuencia es 1,76 kilohertz, o 1760."
The wavelength was 0.2 meters.,"La longitud de onda era de 0,2 metros."
Let's figure out what this is.,Averamos qué es esto.
  1.76 times 0.2 over here is 352 meters per second.,"1,76 veces 0,2 aqu es 352 metros por segundo."
"If you look it up in the book, it's really 343.","Si lo miran en el libro, es realmente 343."
"But, here with kludgy material, and lousy drink -- we've been able to measure the speed of sound to -- not bad.","Pero, aqu con material equivocado, y bebida molesta, hemos sido capaces de medir la velocidad del sonido, no malo."
Pretty good.,Bueno.
All of which comes to what I wanted to say.,Todo lo que llega a lo que quera decir.
Go back to this picture of me a million years ago.,Volvamos a esta foto de m hace un millón de aos.
"It was 1971, the Vietnam War was going on, and I'm like, ""Oh my God!""I'm studying physics: Landau, Lipschitz, Resnick and Halliday.I'm going home for a midterm.","Fue 1971, la Guerra de Vietnam estaba sucediendo, y me dije: ""Dios mo!""Estudio fsica: Landau, Lipschitz, Resnick y Halliday.Voy a casa a media plazo."
A riot's going on on campus.,Está sucediendo una agitación en el campus.
There's a riot!,Hay una agitación!
"Hey, Elmo's done: off.","Hola, Elmo está haciendo: salir."
"There's a riot going on on campus, and the police are chasing me, right?","Está en el campus, y la polica me está perseguiendo, verdad?"
I'm walking across campus.,Estoy caminando por el campus.
"Cop comes and looks at me and says, ""You!","Cop viene y me mira y me dice: ""T!"
"You're a student.""","Eres estudiante""."
Pulls out a gun.Goes boom!And a tear gas canister the size of a Pepsi can goes by my head.Whoosh!I get a breath of tear gas and I can't breathe.,Salve una pistola.Dios!Y una canistera de gas lágrimiento del tamao de una puerta de Pepsi pasa por mi cabeza.Muy bien!Tengo una respiración de gas lágrimiento y no puedo respirar.
"This cop comes after me with a rifle.He wants to clunk me over the head!I'm saying, ""I got to clear out of here!""","Este poli viene después de m con una fuerza.Quiera arrojarme sobre la cabeza!Estoy diciendo: ""Tengo que salir de aqu!"""
I go running across campus quick as I can.I duck into Hayes Hall.It's one of these bell-tower buildings.,Corre por todo el campus rápidamente como puedo.Me acerco a la sala de Hayes.Es uno de estos edificios de llena.
The cop's chasing me.,El poli me está perseguiendo.
"Chasing me up the first floor, second floor, third floor.","Me golpeando por el primer piso, el segundo piso, el tercero piso."
Chases me into this room.,Me atrapa a esta sala.
The entranceway to the bell tower.,La entrada a la torre de la vela.
"I slam the door behind me, climb up, go past this place where I see a pendulum ticking.","Acerqué la puerta detrás de m, escalé, pasé a este lugar donde veo un pendulumo en el lmite."
"And I'm thinking, ""Oh yeah, the square root of the length is proportional to its period.""","Y estoy pensando: ""Oh s, la raz cuadrada de la longitud es proporcional a su perodo""."
" I keep climbing up, go back.","Segu escalando, volv."
I go to a place where a dowel splits off.,Voy a un lugar donde se se divida una bolsilla.
"There's a clock, clock, clock, clock.","Hay un clock, clock, clock, clock."
The time's going backwards because I'm inside of it.,El momento va hacia atrás porque estoy dentro de él.
I'm thinking of Lorenz contractions and Einsteinian relativity.,Penso en las contracciones de Lorenz y la relatividad Einstein.
"I climb up, and there's this place, way in the back, that you climb up this wooden ladder.","Alcanzo, y hay este lugar, mucho en la parte retrocedora, que escalas por esta escalera de lemno."
"I pop up the top, and there's a cupola.","Por el cima, y hay una cupola."
"A dome, one of these ten-foot domes.","Una cpula, una de estas cpulas de 10 metros."
"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","Estoy mirando y viendo a los policas golpeando las cabezas de los estudiantes, tirando gas lágrimas y viendo a los estudiantes golpeando cámaras."
"And I'm asking, ""What am I doing here?","Y me pregunto: ""Qué estoy haciendo aqu?"
"Why am I here?""","Por qué estoy aqu?"""
Then I remember what my English teacher in high school said.,Luego recuerdo lo que dijo mi profesor de inglés en la secundaria.
"Namely, that when they cast bells, they write inscriptions on them.","Nmero, que cuando ponen las bellas, escriben inscripciones sobre ellas."
"So, I wipe the pigeon manure off one of the bells, and I look at it.","As que escaré el agujero de una de las velas, y lo miro."
"I'm asking myself, ""Why am I here?""So, at this time, I'd like to tell you the words inscribed upon the Hayes Hall tower bells: ""All truth is one.In this light, may science and religion endeavor here for the steady evolution of mankind, from darkness to lig","Me pregunto: ""Por qué estoy aqu?""As que, en este momento, me gustara contarles las palabras enscribedes en las bellas de la torre de Hayes Hall: ""Toda verdad es una.En esta luz, puede la ciencia y la religión esfuerzar aqu para la evolución constante de la humanidad, desde la oscuridad a la ligera."
Thank you very much.,Muchas gracias.
"Delighted to be here and to talk to you about a subject dear to my heart, which is beauty.","Entusiasmado estar aqu y hablarles de un tema que me draga a mi corazón, que es belleza."
"Delighted to be here and to talk to you about a subject dear to my heart, which is beauty.I do the philosophy of art, aesthetics, actually, for a living.I try to figure out intellectually, philosophically, psychologically, what the experience of beauty is,","Estar aqu y hablarles de un tema que es lejos a mi corazón, que es la belleza.Hice la filosofa del arte, la estética, en realidad, para vivir.Intento averiguar intelectualmente, filosóficamente, psicológicamente, cuál es la experiencia de la belleza."
"I mean just think of the sheer variety -- a baby's face, Berlioz's ""Harold in Italy,"" movies like ""The Wizard of Oz"" or the plays of Chekhov, a central California landscape, a Hokusai view of Mt.Fuji, ""Der Rosenkavalier,"" a stunning match-winning goal in a","Quiero decir sólo piensen en la gran variedad: el rostro de un bebé, el ""Harold in Italia"" de Berlioz, pelculas como ""El mago de Oz"" o las playas de Chekhov, un paisaje central de California, una visión de Hokusai del monte Fuji, ""Der Rosenkavalier"", un objetivo sorprendente en un lugar ganador de juegos en una éxito en una éxito de juego."
"Beethoven is adored in Japan.Peruvians love Japanese woodblock prints.Inca sculptures are regarded as treasures in British museums, while Shakespeare is translated into every major language of the Earth.Or just think about American jazz or American movies ","Beethoven está adorado en Japón.Los peruevos encantan las impresiones japonés.Las esculpas de Inca son consideradas como valores en los museos británicos, mientras que Shakespeare se traduce en cada lenguaje importante de la Tierra.O piensen en el jazz estadounidenses o pelculas estadounidenses."
How can we explain this universality?The best answer lies in trying to reconstruct a Darwinian evolutionary history of our artistic and aesthetic tastes.We need to reverse-engineer our present artistic tastes and preferences and explain how they came to be,Cómo podemos explicar esta universalidad?La mejor respuesta es tratar de reconstruir una historia evolutiva darwiniana de nuestros gustos artsticos y estéticos.Necesitamos ingenierar inversamente nuestros gustos y preferencias artsticos presentes y explicar cómo llegaron a ser.
"This reverse engineering can also enlist help from the human record preserved in prehistory.I mean fossils, cave paintings and so forth.And it should take into account what we know of the aesthetic interests of isolated hunter-gatherer bands that survived ","Esta ingeniera inversa también puede conseguir ayuda del registro humano conservado en la prehistoria.Quiero decir fósiles, pinturas de cavernas, etc.Y debera tener en cuenta lo que sabemos de los intereses estéticos de las bandas aisladas de caballeros y recolectores que sobrevivieron."
"Now, I personally have no doubt whatsoever that the experience of beauty, with its emotional intensity and pleasure, belongs to our evolved human psychology.","Ahora, personalmente no tengo duda de que la experiencia de la belleza, con su intensidad emocional y placer, pertenece a nuestra evolución psicologa humana."
The experience of beauty is one component in a whole series of Darwinian adaptations.,La experiencia de la belleza es un componente de toda una serie de adaptaciones darwinianas.
"Beauty is an adaptive effect, which we extend and intensify in the creation and enjoyment of works of art and entertainment.","La belleza es un efecto adaptativo, que extendemos y intensificamos en la creación y el disfrutamiento de obras de arte y entretenimiento."
