en,es
"Starting with 122 years as inspiration, there's no telling where our curiosity might take us.","['Comenzando con 122 años como inspiración, no hay decir dónde nuestra curiosidad nos llevará.']"
I'm delighted to be here.,['Estoy increíble de estar aquí.']
"I'm honored by the invitation, and thanks.",['Estoy honrada por la invitación y gracias.']
"I would love to talk about stuff that I'm interested in, but unfortunately, I suspect that what I'm interested in won't interest many other people.","['Me encantaría hablar de cosas que estoy interesada, pero desafortunadamente, sospecho que lo que estoy interesado no interesará a muchas otras personas.']"
"First off, my badge says I'm an astronomer.","['Primero, mi bandera dice que soy astrónoma.']"
"I would love to talk about my astronomy, but I suspect that the number of people who are interested in radiative transfer in non-gray atmospheres and polarization of light in Jupiter's upper atmosphere are the number of people who'd fit in a bus shelter.","['Me encantaría hablar de mi astronomía, pero sospecho que el número de personas que están interesadas en el transferimiento radiativo en atmósferas no grises y la polarización de la luz en la atmósfera superior de Jupiter son el número de personas ']"
So I'm not going to talk about that.,['Así que no voy a hablar de eso.']
" It would be just as much fun to talk about some stuff that happened in 1986 and 1987, when a computer hacker is breaking into our systems over at Lawrence Berkeley Labs.","[' Sería tan divertido hablar de algo que pasó en 1986 y 1987, cuando un hacker de computadoras está rompiendo en nuestros sistemas en Lawrence Berkeley Labs.']"
"And I caught the guys, and they turned out to be working for what was then the Soviet KGB, and stealing information and selling it.","['Y atrapé a los chicos, y resultaron que estaban trabajando para lo que era el KGB Soviético, destruyendo información y vendiendo.']"
"And I'd love to talk about that -- and it'd be fun -- but, 20 years later ...I find computer security, frankly, to be kind of boring.","['Y me encantaría hablar de eso, y sería divertido, pero, 20 años después... encuentro la seguridad de la computadora, francamente, para ser aburrida.']"
"It's tedious.I'm -- The first time you do something, it's science.The second time, it's engineering.A third time, it's just being a technician.I'm a scientist.","['Es tedioso.Yo... La primera vez que haces algo, es ciencia.La segunda vez, es ingeniería.La tercera vez, es ser técnico.Soy científica.']"
"Once I do something, I do something else.","['Una vez que hago algo, hago algo más.']"
"So, I'm not going to talk about that.",['Así que no voy a hablar de eso.']
"Nor am I going to talk about what I think are obvious statements from my first book, ""Silicon Snake Oil,"" or my second book, nor am I going to talk about why I believe computers don't belong in schools.I feel that there's a massive and bizarre idea going a","['No voy a hablar de lo que creo que son declaraciones obvias de mi primer libro, ""Silicon Snake Oil"", o mi segundo libro, ni voy a hablar de por qué creo que las computadoras no pertenecen en las escuelas.Siento que hay un montón de computadoras que no p']"
No!,['¡No!']
"Get them out of schools, and keep them out of schools.",['Manténgalos de las escuelas y manténgalos de las escuelas.']
"And I'd love to talk about this, but I think the argument is so obvious to anyone who's hung around a fourth grade classroom that it doesn't need much talking about -- but I guess I may be very wrong about that, and everything else that I've said.","['Me encantaría hablar de esto, pero creo que el argumento es tan obvio para cualquiera que habla alrededor de un salón de cuarto grado que no necesita mucho hablar... pero creo que puedo estar muy equivocado al respecto, y todo está muy equivocado.']"
So don't go back and read my dissertation.,['Así que no regresen y lean mi disertación.']
"It probably has lies in it as well.Having said that, I outlined my talk about five minutes ago. And if you look at it over here, the main thing I wrote on my thumb was the future.","['Probablemente tiene mentiras también.Habiendo dicho que, realizé mi charla hace cinco minutos. Y si lo miran aquí, lo principal que escribí en mi boca era el futuro.']"
"I'm supposed to talk about the future, yes?","['Supongo que debo hablar del futuro, ¿verdad?']"
"Oh, right.","['Oh, cierto.']"
"And my feeling is, asking me to talk about the future is bizarre, because I've got gray hair, and so, it's kind of silly for me to talk about the future.","['Y mi sentimiento es que pidirme que me hable del futuro es extraño, porque tengo cabello gris, y así que es un poco triste hablar del futuro.']"
"In fact, I think that if you really want to know what the future's going to be, if you really want to know about the future, don't ask a technologist, a scientist, a physicist.No!Don't ask somebody who's writing code.No, if you want to know what society's ","['De hecho, creo que si realmente quieren saber qué va a ser el futuro, si realmente quieren saber sobre el futuro, no pregúntense a un tecnológico, científico, físico.No!No pregúntense a alguien que está escribiendo código.No, si está escribiendo ']"
They're the ones who know what society is going to be like in another generation.,['Son los que saben cómo será la sociedad en otra generación.']
I don't.,['No lo hago.']
"Nor, I suspect, do many other people who are talking about what the future will bring.","['No, sospecho, hay muchas otras personas que hablan de lo que traerá el futuro.']"
"Certainly, all of us can imagine these cool new things that are going to be there.","['Ciertamente, todos podemos imaginar estas geniales cosas nuevas que estarán allí.']"
"But to me, things aren't the future.","['Pero para mí, las cosas no son el futuro.']"
"What I ask myself is, what's society is going to be like, when the kids today are phenomenally good at text messaging and spend a huge amount of on-screen time, but have never gone bowling together?","['Lo que me pregunto es, ¿qué será la sociedad, cuando los niños hoy son fenomenalmente buenos en el mensaje de texto y pasan una gran cantidad de tiempo en la pantalla, pero ¿nunca han ido juntos?']"
"Change is happening, and the change that is happening is not one that is in software.","['El cambio está ocurriendo, y el cambio que está ocurriendo no es uno en el software.']"
"But that's not what I'm going to talk about.I'd love to talk about it, it'd be fun, but I want to talk about what I'm doing now.What am I doing now?","['Pero eso no es lo que voy a hablar.Me encantaría hablar, sería divertido, pero quiero hablar de lo que estoy haciendo ahora.¿Qué estoy haciendo ahora?']"
Oh -- the other thing that I think I'd like to talk about is right over here.,"['Oh, lo otro que creo que me gustaría hablar es justo aquí.']"
Right over here.,['Justo aquí.']
Is that visible?,['¿Es visible?']
What I'd like to talk about is one-sided things.,['Me gustaría hablar de cosas de un lado.']
I would dearly love to talk about things that have one side.,['Me encantaría hablar de cosas que tienen un lado.']
Because I love Mobius loops.,['Porque me encantan los botones de Mobius.']
"I not only love Mobius loops, but I'm one of the very few people, if not the only person in the world, that makes Klein bottles.","['No sólo me encantan los botones de Mobius, sino soy una de las pocas personas, si no la única persona del mundo, que hace botellas Klein.']"
"Right away, I hope that all of your eyes glaze over.","['En justo, espero que todos los ojos se vean.']"
This is a Klein bottle.,['Esta es una botella Klein.']
"For those of you in the audience who know, you roll your eyes and say, yup, I know all about it.","['Para aquellos de ustedes en la audiencia que saben, se acercan los ojos y dicen, sí, yo sé todo sobre eso.']"
It's one sided.,['Es un lado.']
It's a bottle whose inside is its outside.It has zero volume.And it's non-orientable.,['Es una botella que dentro es su fuera.Tiene cero volumen y no es orientable.']
It has wonderful properties.,['Tiene propiedades maravillosas.']
"If you take two Mobius loops and sew their common edge together, you get one of these, and I make them out of glass.And I'd love to talk to you about this, but I don't have much in the way of ... things to say because --  However, the ""D"" in TED of course ","['Si toman dos botones de Mobius y ven su borde común juntos, obtienen uno de estos, y los hago de vidrio.Me encantaría hablarles de esto, pero no tengo mucho en la forma de... cosas que decir porque...  ¿Cómo decir cosas?']"
"And because our universe is only three spatial dimensions, it can hold fluids.","['Y como nuestro universo tiene solo tres dimensiones espaciales, puede mantener fluidos.']"
So it's highly -- that one's the cool one.,['Así que es altamente... esa es la genial.']
That was a month of my life.,['Fue un mes de mi vida.']
"But although I would love to talk about topology with you, I'm not going to.",['Pero aunque me encantaría hablar de topología con Uds.no lo voy a hacer.']
" Instead, I'm going to mention my mom, who passed away last summer.","[' En cambio, voy a mencionar a mi mamá, que salió el verano pasado.']"
"Had collected photographs of me, as mothers will do.","['Había recolectado fotos de mí, como las madres lo harán.']"
Could somebody put this guy up?,['¿Podría alguien poner a este tipo?']
"And I looked over her album and she had collected a picture of me, standing -- well, sitting -- in 1969, in front of a bunch of dials.","['Y miré su álbum y había recopilado una foto de mí, parada, bien, sentada, en 1969, frente a un montón de diálogos.']"
"And I looked at it, and said, oh my god, that was me, when I was working at the electronic music studio!","['Y lo miré, y dije, dios mío, ese era yo, cuando trabajaba en el estudio de música electrónica.']"
"As a technician, repairing and maintaining the electronic music studio at SUNY Buffalo.","['Como técnico, reparar y mantener el estudio de música electrónica en SUNY Buffalo.']"
And wow!,['Y ¡guau!']
Way back machine.,['Máquina de retroceder.']
"And I said to myself, oh yeah!",['Y me dije: ¡Oh sí!']
And it sent me back.,['Y me envió.']
"Soon after that, I found in another picture that she had, a picture of me.","['Pronto después, encontré en otra foto que tenía, una foto de mí.']"
This guy over here of course is me.,['Este tipo aquí por supuesto soy yo.']
"This man is Robert Moog, the inventor of the Moog synthesizer, who passed away this past August.Robert Moog was a generous, kind person, extraordinarily competent engineer.A musician who took time from his life to teach me, a sophomore, a freshman at SUNY ","['Este hombre es Robert Moog, el inventor del sintetizador Moog, que salió este año pasado.Robert Moog era una persona generosa, generosa, extraordinariamente competente, un músico que tomó tiempo de su vida para enseñarme, un músico que tomó tiempo ']"
"He'd come up from Trumansburg to teach me not just about the Moog synthesizer, but we'd be sitting there -- I'm studying physics at the time.","['Llegó de Trumansburg para enseñarme no solo sobre el sintetizador de Moog, sino que estaríamos sentados allí, estoy estudiando física en ese momento.']"
"This is 1969, 70, 71.","['Esto es 1969, 70, 71.']"
"We're studying physics, I'm studying physics, and he's saying, ""That's a good thing to do.","['Estamos estudiando física, estoy estudiando física, y él dice: ""Eso es bueno hacer.']"
"Don't get caught up in electronic music if you're doing physics.""","['No estén atrapados en la música electrónica si estás haciendo física"".']"
Mentoring me.,['Mentorando.']
He'd come up and spend hours and hours with me.,['Salía y pasó horas y horas conmigo.']
He wrote a letter of recommendation for me to get into graduate school.,['Escribió una carta de recomendación para mí entrar en la escuela graduada.']
"In the background, my bicycle.","['En el fondo, mi bicicleta.']"
I realize that this picture was taken at a friend's living room.,['Me di cuenta de que esta foto fue tomada en la sala de estar de un amigo.']
Bob Moog came by and hauled a whole pile of equipment to show Greg Flint and I things about this.,['Bob Moog vino y construyó toda una pila de equipo para mostrar a Greg Flint y yo cosas acerca de esto.']
"We sat around talking about Fourier transforms, Bessel functions, modulation transfer functions, stuff like this.Bob's passing this past summer has been a loss to all of us.Anyone who's a musician has been profoundly influenced by Robert Moog.","['Nos sentamos hablando de transformas de Fourier, Bessel, funciones de transformación de modulación, cosas como esto.Bob pasó este verano este verano ha sido una pérdida para todos nosotros.Cualquiera que sea músico ha sido profundamente influenciada ']"
 And I'll just say what I'm about to do.,[' Y diré lo que estoy a punto de hacer.']
"What I'm about to do -- I hope you can recognize that there's a distorted sine wave, almost a triangular wave upon this Hewlett-Packard oscilloscope.","['Lo que estoy a punto de hacer... Espero que puedan reconocer que hay una onda sin distorsionada, casi una onda triangular en este osciloscopio Hewlett-Packard.']"
"Oh, cool.",['Genial.']
"I can get to this place over here, right?","['Puedo llegar a este lugar, ¿verdad?']"
Kids.,['Niños.']
Kids is what I'm going to talk about -- is that okay?,['Los niños es lo que hablaré... ¿está bien?']
"It says kids over here, that's what I'd like to talk about.","['Dice a los niños aquí, eso es lo que me gustaría hablar.']"
"I've decided that, for me at least, I don't have a big enough head.","['He decidido que, para mí, al menos, no tengo una suficiente cabeza.']"
So I think locally and I act locally.,['Pienso localmente y acto localmente.']
"I feel that the best way I can help out anything is to help out very, very locally.So Ph.D. this, and degree there, and the yadda yadda.I was talking about this stuff to some schoolteachers about a year ago.","['Siento que la mejor manera de ayudar a cualquier cosa es ayudar muy, muy localmente.Así que doctorado este, y grado allí, y el yadda yadda.Estaba hablando de esto hace algunos profesores escolares hace un año.']"
"And one of them, several of them would come up to me and say, ""Well, how come you ain't teaching?""","['Y uno de ellos, varios de ellos me dirían: ""Bueno, ¿cómo no estás enseñando?""']"
"And I said, ""Well, I've taught graduate -- I've had graduate students, I've taught undergraduate classes.""","['Y dije: ""Bueno, he enseñado a la graduación... he tenido estudiantes graduados, he enseñado clases bajo grado"".']"
"No, they said, ""If you're so into kids and all this stuff, how come you ain't over here on the front lines?","['No, dijeron: ""Si estás tan niños y todo esto, ¿cómo no estás aquí en las líneas frente?']"
"Put your money where you mouth is.""","['Pon el dinero donde estás"".']"
Is true.Is true.,['Es cierto.Es cierto.']
I teach eighth-grade science four days a week.,['Enseño ciencia de octavo grado cuatro días a la semana.']
Not just showing up every now and then.,['No solo se presenta cada ahora y entonces.']
"No, no, no, no, no.","['No, no, no, no.']"
I take attendance.,['Tomo atención.']
I take lunch hour.,['Tomo hora de almuerzo.']
" This is not -- no, no, no, this is not claps.","[' Esto no... no, no, no, no, esto no es las caras.']"
I strongly suggest that this is a good thing for each of you to do.,['Fuertemente sugiero que esto es algo bueno para cada uno de Uds.hacer.']
Not just show up to class every now and then.,['No solo se presentan a la clase todos los días y entonces.']
Teach a solid week.,['Enseñen una semana sólida.']
"Okay, I'm teaching three-quarters time, but good enough.","['Bien, estoy enseñando tres cuartos, pero bueno.']"
"One of the things that I've done for my science students is to tell them, ""Look, I'm going to teach you college-level physics.","['Una de las cosas que he hecho para mis estudiantes de ciencia es decirles: ""Miren, les enseñaré física de nivel universitario.']"
"No calculus, I'll cut out that.","['Sin cálculo, lo cortaré.']"
You won't need to know trig.,['No necesitarán saber trigonometría.']
"But you will need to know eighth-grade algebra, and we're going to do serious experiments.","['Pero tendrán que conocer el álgebra de octavo grado, y haremos experimentos serios.']"
None of this open-to-chapter-seven-and-do-all-the-odd-problem-sets.,['Ninguno de esto abre al capítulo siete y hace todos los problemas probables.']
"We're going to be doing genuine physics.""","['Vamos a hacer física genuina"".']"
And that's one of the things I thought I'd do right now.,['Y esa era una de las cosas que pensé que haría ahora.']
" Oh, before I even turn that on, one of the things that we did about three weeks ago in my class -- this is through the lens, and one of the things we used a lens for was to measure the speed of light.","[' Ah, antes de incluso tomar eso, una de las cosas que hicimos hace unas tres semanas en mi clase, esto es a través de la línea, y una de las cosas que usamos una línea fue medir la velocidad de la luz.']"
"My students in El Cerrito -- with my help, of course, and with the help of a very beat up oscilloscope -- measured the speed of light.We were off by 25 percent.How many eighth graders do you know of who have measured the speed of light?","['Mis estudiantes en El Cerrito, con mi ayuda, por supuesto, y con la ayuda de un osciloscopio muy golpeado, mediron la velocidad de la luz.Estábamos al 25 %.¿Cuántos ocho grados saben de quiénes han medido la velocidad?']"
"In addition to that, we've measured the speed of sound.","['Además, hemos medido la velocidad del sonido.']"
"I'd love to measure the speed of light here.I was all set to do it and I was thinking, ""Aw man,"" I was just going to impose upon the powers that be, and measure the speed of light.And I'm all set to do it.","['Me encantaría medir la velocidad de la luz aquí.Todos estaban preparados para hacerlo y pensaba: ""Hombre"", iba a impulsar los poderes que sean, y medir la velocidad de la luz.Y todos estoy preparados para hacerlo.']"
"I'm all set to do it, but then it turns out that to set up here, you have like 10 minutes to set up!","['Todos estoy preparados para hacerlo, pero entonces resulta que aquí, ¡tienes 10 minutos para hacerlo!']"
And there's no time to do it.,['Y no hay tiempo para hacerlo.']
"So, next time, maybe, I'll measure the speed of light!","['Así que, la próxima vez, quizá mediré la velocidad de la luz!']"
"But meanwhile, let's measure the speed of sound!","['Mientras tanto, ¡medimos la velocidad del sonido!']"
"Well, the obvious way to measure the speed of sound is to bounce sound off something and look at the echo.","['Bueno, la forma obvia de medir la velocidad del sonido es romper el sonido de algo y mirar el eco.']"
"But, probably -- one of my students, Ariel [unclear], said, ""Could we measure the speed of light using the wave equation?""","['Pero, probablemente, uno de mis estudiantes, Ariel, dijo: ""¿Podríamos medir la velocidad de la luz usando la ecuación de onda?""']"
And all of you know the wave equation is the frequency times the wavelength of any wave ... is a constant.,['Y todos Uds.saben que la ecuación de ondas es la frecuencia de la longitud de ondas de cualquier onda... es una constante.']
"When the frequency goes up, the wavelength comes down.","['Cuando la frecuencia aumenta, la longitud de ondas se baja.']"
"Wavelength goes up, frequency goes down.","['La longitud de ondas aumenta, la frecuencia baja.']"
"So, if we have a wave here -- over here, that's what's interesting -- as the pitch goes up, things get closer, pitch goes down, things stretch out.","['Así que, si tenemos una onda aquí, aquí, eso es lo interesante, a medida que la pantalla aumenta, las cosas suben, las cosas se disminuyen.']"
Right?,['¿Cierto?']
This is simple physics.,['Esta es física simple.']
"All of you know this from eighth grade, remember?","['Todos lo saben desde octavo grado, ¿recuerdan?']"
"What they didn't tell you in physics -- in eighth-grade physics -- but they should have, and I wish they had, was that if you multiply the frequency times the wavelength of sound or light, you get a constant.","['Lo que no les dijeron en la física, en la física de octavo grado, pero deberían tener, y quisiera que tuvieran, fue que si multiplicas la frecuencia tiempos de la longitud del sonido o la luz, obtienes una constante.']"
And that constant is the speed of sound.,['Y esa constante es la velocidad del sonido.']
"So, in order to measure the speed of sound, all I've got to do is know its frequency.","['Para medir la velocidad del sonido, todo lo que tengo que hacer es saber su frecuencia.']"
"Well, that's easy.","['Bueno, es fácil.']"
"I've got a frequency counter right here.Set it up to around A, above A, above A.There's an A, more or less.","['Tengo un control de frecuencia justo aquí.Según A, alrededor de A, alrededor de A, alrededor de A.Hay una A, más o menos.']"
"Now, so I know the frequency.","['Ahora, sé la frecuencia.']"
It's 1.76 kilohertz.,"['Es 1,76 kilohertz.']"
I measure its wavelength.,['Mido su longitud de onda.']
"All I need now is to flip on another beam, and the bottom beam is me talking, right?","['Todo lo que necesito ahora es flexionar en otro campo, y el campo inferior estoy hablando, ¿verdad?']"
"So anytime I talk, you'd see it on the screen.","['Así que cuando hablo, lo ven en la pantalla.']"
"I'll put it over here, and as I move this away from the source, you'll notice the spiral.","['Lo pondré aquí, y mientras lo muevo de la fuente, notarán la espiral.']"
The slinky moves.,['Se mueve.']
"We're going through different nodes of the wave, coming out this way.","['Pasamos por diferentes nodos de la onda, saliendo de esta manera.']"
"Those of you who are physicists, I hear you rolling your eyes, but bear with me.","['Aquellos de ustedes que son físicos, les escucho los ojos, pero mírenme.']"
" To measure the wavelength, all I need to do is measure the distance from here -- one full wave -- over to here.","[' Para medir la longitud de ondas, todo lo que necesito hacer es medir la distancia de aquí, una onda completa, hasta aquí.']"
"From here to here is the wavelength of sound.So, I'll put a measuring tape here, measuring tape here, move it back over to here.I've moved the microphone 20 centimeters.","['Desde aquí a aquí es la longitud de onda del sonido.Así que pondré una tapa de medida aquí, medida aquí, la moveré hasta aquí.He movido el micrófono 20 centímetros.']"
"0.2 meters from here, back to here, 20 centimeters.","['A 0,2 metros de aquí, vuelta a aquí, 20 centímetros.']"
"OK, let's go back to Mr. Elmo.","['Bien, volvamos al Sr. Elmo.']"
"And we'll say the frequency is 1.76 kilohertz, or 1760.","['Y deciremos que la frecuencia es 1.76 kilohertz, o 1760.']"
The wavelength was 0.2 meters.,"['La longitud de onda era de 0,2 metros.']"
Let's figure out what this is.,['Averiguemos qué es esto.']
  1.76 times 0.2 over here is 352 meters per second.,['  1.76 veces 0.2 es 352 metros por segundo.']
"If you look it up in the book, it's really 343.","['Si lo miras en el libro, es realmente 343.']"
"But, here with kludgy material, and lousy drink -- we've been able to measure the speed of sound to -- not bad.","['Pero, aquí, con material desconcertante y bebida dulce, hemos podido medir la velocidad del sonido, no malo.']"
Pretty good.,['Muy bien.']
All of which comes to what I wanted to say.,['Todo lo que viene a lo que quería decir.']
Go back to this picture of me a million years ago.,['Volvamos a esta foto de mí hace un millón de años.']
"It was 1971, the Vietnam War was going on, and I'm like, ""Oh my God!""I'm studying physics: Landau, Lipschitz, Resnick and Halliday.I'm going home for a midterm.","['Fue 1971, la Guerra de Vietnam y yo digo: ""¡Oh Dios!""Estoy estudiando física: Landau, Lipschitz, Resnick y Halliday.Voy a casa por un medio.']"
A riot's going on on campus.,['Un riot está pasando en el campus.']
There's a riot!,['¡Hay un riot!']
"Hey, Elmo's done: off.","['Hola, Elmo ha hecho: salido.']"
"There's a riot going on on campus, and the police are chasing me, right?","['Hay un riot en el campus, y la policía me está perdiendo, ¿verdad?']"
I'm walking across campus.,['Estoy caminando por el campus.']
"Cop comes and looks at me and says, ""You!","['El policía me mira y dice: ""¡Tú!']"
"You're a student.""","['Eres un estudiante"".']"
Pulls out a gun.Goes boom!And a tear gas canister the size of a Pepsi can goes by my head.Whoosh!I get a breath of tear gas and I can't breathe.,['Saca una arma.¡Va!Y un canistro de gas de leche del tamaño de un Pepsi puede ir por mi cabeza.¡Guau!Respiro del gas de leche y no puedo respirar.']
"This cop comes after me with a rifle.He wants to clunk me over the head!I'm saying, ""I got to clear out of here!""","['Este policía viene después de mí con un rífle.¡Quiere sacarme por la cabeza!Estoy diciendo: ""¡Tengo que clararme aquí!""']"
I go running across campus quick as I can.I duck into Hayes Hall.It's one of these bell-tower buildings.,['Voy a correr alrededor del campus como puedo.Me entro a Hayes Hall.Es uno de estos edificios de calle.']
The cop's chasing me.,['El policía me está perdiendo.']
"Chasing me up the first floor, second floor, third floor.","['Me perdió el primer piso, segundo piso, tercer piso.']"
Chases me into this room.,['Me pelea en esta sala.']
The entranceway to the bell tower.,['La entrada a la torre de la calle.']
"I slam the door behind me, climb up, go past this place where I see a pendulum ticking.","['Salto la puerta detrás de mí, salto, voy a este lugar donde veo un pendulo.']"
"And I'm thinking, ""Oh yeah, the square root of the length is proportional to its period.""","['Y estoy pensando: ""Oh sí, la raíz cuadrada de la longitud es proporcional a su período"".']"
" I keep climbing up, go back.","[' Sigo caminando, volvamos.']"
I go to a place where a dowel splits off.,['Voy a un lugar donde se divide.']
"There's a clock, clock, clock, clock.","['Hay un reloj, reloj, reloj, reloj.']"
The time's going backwards because I'm inside of it.,['El tiempo va hacia atrás porque estoy dentro de él.']
I'm thinking of Lorenz contractions and Einsteinian relativity.,['Pienso en las contracciones de Lorenz y la relatividad einsteiniana.']
"I climb up, and there's this place, way in the back, that you climb up this wooden ladder.","['Camino, y hay este lugar, en la parte inferior, que se sienta esta escalera de madera.']"
"I pop up the top, and there's a cupola.",['Subo a la parte inferior y hay una cúpula.']
"A dome, one of these ten-foot domes.","['Un dominio, uno de estos dominios de diez metros.']"
"I'm looking out and I'm seeing the cops bashing students' heads, shooting tear gas, and watching students throwing bricks.","['Estoy mirando y veo a los policías atrapando las cabezas de los estudiantes, atrapando gas de leche y mirando a los estudiantes atrapando bricks.']"
"And I'm asking, ""What am I doing here?","['Y me pregunto: ""¿Qué estoy haciendo aquí?']"
"Why am I here?""","['¿Por qué estoy aquí?""']"
Then I remember what my English teacher in high school said.,['Luego recuerdo lo que dijo mi profesor inglés en la secundaria.']
"Namely, that when they cast bells, they write inscriptions on them.","['En realidad, que cuando castan campanas, escriben inscripciones en ellas.']"
"So, I wipe the pigeon manure off one of the bells, and I look at it.",['Así que levanto la manoría de pigeones en una de las camiones y lo miro.']
"I'm asking myself, ""Why am I here?""So, at this time, I'd like to tell you the words inscribed upon the Hayes Hall tower bells: ""All truth is one.In this light, may science and religion endeavor here for the steady evolution of mankind, from darkness to lig","['Me pregunto: ""¿Por qué estoy aquí?""Entonces, en este momento, me gustaría decirles las palabras inscritas en las calles de Hayes Hall: ""Toda la verdad es una.En esta luz, puede que la ciencia y la religión empezaran aquí para la evolución libre de ']"
Thank you very much.,['Muchas gracias.']
"Delighted to be here and to talk to you about a subject dear to my heart, which is beauty.","['Deseado de estar aquí y hablarles de un tema maravilloso para mi corazón, que es la belleza.']"
"Delighted to be here and to talk to you about a subject dear to my heart, which is beauty.I do the philosophy of art, aesthetics, actually, for a living.I try to figure out intellectually, philosophically, psychologically, what the experience of beauty is,","['Estoy agradecido de estar aquí y hablarles de un tema maravilloso para mi corazón, que es la belleza.Hago la filosofía del arte, la aestética, en realidad, para un vida.Trato de averiguar intelectualmente, filosóficamente, psicológicamente, cómo es']"
"I mean just think of the sheer variety -- a baby's face, Berlioz's ""Harold in Italy,"" movies like ""The Wizard of Oz"" or the plays of Chekhov, a central California landscape, a Hokusai view of Mt.Fuji, ""Der Rosenkavalier,"" a stunning match-winning goal in a","['Quiero decir que piensen en la gran variedad, la cara de un bebé, la cara de Berlioz, las películas como ""Harold en Italia"" o las películas de Chekhov, un paisaje central de California, una vista central de California, una vista central de California, ']"
"Beethoven is adored in Japan.Peruvians love Japanese woodblock prints.Inca sculptures are regarded as treasures in British museums, while Shakespeare is translated into every major language of the Earth.Or just think about American jazz or American movies ","['Beethoven es adorado en Japón.Los peruvianos les encantan las impresiones de madera japonesa.Las esculturas incas son conocidas como tresuros en los museos británicos, mientras que Shakespeare se traduce en cada idioma grande de la Tierra.O piensen en A']"
How can we explain this universality?The best answer lies in trying to reconstruct a Darwinian evolutionary history of our artistic and aesthetic tastes.We need to reverse-engineer our present artistic tastes and preferences and explain how they came to be,['¿Cómo podemos explicar esta universalidad?La mejor respuesta es tratar de reconstruir una historia evolutiva darwiniana de nuestros sabores artísticos y aestéticos.Tenemos que revertir nuestros sabores artísticos y preferencias artísticas presentes ']
"This reverse engineering can also enlist help from the human record preserved in prehistory.I mean fossils, cave paintings and so forth.And it should take into account what we know of the aesthetic interests of isolated hunter-gatherer bands that survived ","['Esta ingeniería reversa también puede encontrar ayuda del registro humano preservado en la prehistoria.Quiero decir, fósiles, pinturas de caballos y demás.Y debería contar lo que sabemos de los interés aestéticos de los cazadores aislados.']"
"Now, I personally have no doubt whatsoever that the experience of beauty, with its emotional intensity and pleasure, belongs to our evolved human psychology.","['Personalmente no tengo duda de que la experiencia de la belleza, con su intensidad emocional y placer, pertenece a nuestra psicología humana.']"
The experience of beauty is one component in a whole series of Darwinian adaptations.,['La experiencia de la belleza es un componente en toda una serie de adaptaciones darwinianas.']
"Beauty is an adaptive effect, which we extend and intensify in the creation and enjoyment of works of art and entertainment.","['La belleza es un efecto adaptativo, que extendemos y intensificamos en la creación y disfrute de obras de arte y entretenimiento.']"
"As many of you will know, evolution operates by two main primary mechanisms.","['Como muchos de Uds.sabrán, la evolución opera por dos mecanismos principales.']"
The first of these is natural selection -- that's random mutation and selective retention -- along with our basic anatomy and physiology -- the evolution of the pancreas or the eye or the fingernails.,"['El primero es la selección natural, que es mutación al azar y la retención selectiva, junto con nuestra anatomía y fisiología básica, la evolución del páncreas, el ojo o los dedos.']"
"Natural selection also explains many basic revulsions, such as the horrid smell of rotting meat, or fears, such as the fear of snakes or standing close to the edge of a cliff.","['La selección natural también explica muchas revulsiones básicas, como el horrible olor de la carne de carne, o miedos, como el miedo de las serpientes o pararse cerca del borde de un camino.']"
"Natural selection also explains pleasures -- sexual pleasure, our liking for sweet, fat and proteins, which in turn explains a lot of popular foods, from ripe fruits through chocolate malts and barbecued ribs.","['La selección natural también explica placeres: el placer sexual, nuestro gusto de la dulce, grasa y proteínas, lo que en realidad explica muchos alimentos populares, desde las frutas ricas a través de maltas de chocolate y ribas barbechadas.']"
"The other great principle of evolution is sexual selection, and it operates very differently.","['El otro gran principio de la evolución es la selección sexual, y opera muy diferente.']"
The peacock's magnificent tail is the most famous example of this.,['La caja magnífica del pavo es el ejemplo más famoso de esto.']
It did not evolve for natural survival.,['No evolucionó para la supervivencia natural.']
"In fact, it goes against natural survival.","['De hecho, va contra la supervivencia natural.']"
"No, the peacock's tail results from the mating choices made by peahens.","['No, la cola del papa resulta de las elecciones de materia hechas por las papas.']"
It's quite a familiar story.,['Es una historia muy familiar.']
It's women who actually push history forward.,['Son las mujeres que realmente ponen la historia hacia atrás.']
"Darwin himself, by the way, had no doubts that the peacock's tail was beautiful in the eyes of the peahen.","['Darwin, por cierto, no tenía dudas de que la caja del papa era hermosa en los ojos de la papa.']"
He actually used that word.,['En realidad usó esa palabra.']
"Now, keeping these ideas firmly in mind, we can say that the experience of beauty is one of the ways that evolution has of arousing and sustaining interest or fascination, even obsession, in order to encourage us toward making the most adaptive decisions f","['Ahora, manteniendo estas ideas firmemente en mente, podemos decir que la experiencia de la belleza es una de las formas en las que la evolución tiene de superar y sostener interés o fascinación, incluso la obsesión, para ayudarnos a hacer hacerlo.']"
"Beauty is nature's way of acting at a distance, so to speak.","['La belleza es la manera de actuar a una distancia, para hablar.']"
"I mean, you can't expect to eat an adaptively beneficial landscape.","['Quiero decir, no pueden esperar comer un paisaje adaptativamente beneficioso.']"
It would hardly do to eat your baby or your lover.,['Difícilmente lo haría comer a su bebé o a su amante.']
"So evolution's trick is to make them beautiful, to have them exert a kind of magnetism to give you the pleasure of simply looking at them.","['El truco de la evolución es hacerlos hermosos, hacerlos ejercer un tipo de magnetismo para darte el placer de mirarlos.']"
