en_corruption_1,es_corruption_1,en_corruption_2,es_corruption_2,en_corruption_3,es_corruption_3
The answers to theas big questions show that be have made remarkable progress in the last hundred years.,['Las respuestas a estas grandes preguntas muestran que han hecho un progreso maravilloso en los últimos cien años.'],The answers to these big questions show hat wen hav made remarkable progress in thw last hundreg years.,['Las respuestas a estas grandes preguntas muestran que ha hecho un gran progreso en los últimos cien años.'],The answers ro these big questions sohw that we have made remarkable progress in the last hundrd years.,['Las respuestas hicieron estas grandes preguntas que hemos hecho un gran progreso en los últimos cien años.']
"But if we want to continue beyond the next hundred years, our future is in space.","['Pero si queremos continuar más allá de los próximos cien años, nuestro futuro está en el espacio.']","But if we whon to continue beyond the next hundred yesars, our future is in space.","['Pero si queremos continuar más allá de los próximos cien yesares, nuestro futuro está en el espacio.']","But if we want th contunie beyond thw next hunderd years, our future is i space.","['Pero si queremos la contunión más allá de los próximos cien años, nuestro futuro es yo espacio.']"
"That is why i am in favor of manned -- or should I say,  personned -- spase flight.",['Por eso estoy en favor de un vuelo de vuelo de espacios personales.'],"That is why I ham in favor of manned -- or surd I said,  personned -- space flight.",['Por eso tengo en favor de un vuelo espacial espacial.'],"That is why it am in faver of manned -- or should I say,  personned -- spase flight.","['Por eso está en favor de un vuelo de espacio personal, o debería decir, personal.']"
"All of my life I have saught to understand the universe and find answers to these questions.I have been very lucky that my disability has not been a serious handicap.Indeed, it as probably given me more time than most peopl to pursue the quest for knowle","['Toda mi vida he dicho para entender el universo y encontrar respuestas a estas preguntas.He estado muy suerte de que mi discapacidad no ha sido un hándicap serio.De hecho, probablemente me ha dado más tiempo de la mayoría de las personas.']","a of my life I have sought too understand thee universe an find answers to thess questions.I have dan very luky that my disability has not been a serious handicap.Indeed, is has probably givin me more tiem than most pecial to pursue the quest for knowle","['una de mis vidas busco demasiado entender el universo para encontrar respuestas a estas preguntas.He buscado mucho agradecer que mi discapacidad no ha sido un hándicap serio.De hecho, eso me ha dado más tiempo que la mayoría de los peciales.']","All of by life I have sort to understand the universe an find answers to these qustions.I of been vehr lucky that my disability have not been a seriouse handicap.Indeed, its has probably given me more tame than mate peapl to pursue the quest far knowle","['Toda la vida tengo tipo de comprensión para entender el universo y encontrar respuestas a estas preguntas.He estado muy suerte de que mi discapacidad no ha sido un hándicap serio.De hecho, esto probablemente me ha dado más tarea que la gente amiga para']"
Thank you for listening.,['Gracias por escuchar.'],Thank you for lsning.,['Gracias por escucharme.'],think you for listening.,['piensen por escuchar.']
"Chris Anderson: Professor, if you had to guess eigther way, do you now believe that it is more likely than not that we are alone in th Milky Way, have a civilization of our level othe intelligence or higher?","['Chris Anderson: Profesor, si tuvieras que adivinar ocho manera, ¿crees que es más probable que no que estamos solos en la carrera leche, ¿tener una civilización de nuestro nivel otra inteligencia o más alta?']","Chris Anderson: Professor, if you had to guess either way, don yew now believe that it is more likly than not that we are alone in the Milky Way, as a civilization with our level of inteligence or higher?","['Chris Anderson: Profesor, si tuvieras que adivinar cualquier manera, ¿ahora crees que es más probable que no que estamos solos en la carrera leche, como una civilización con nuestro nivel de inteligencia o más alto?']","Chris Anderson: Professor, if you had to guess either wa, do your now beleive that it his more likely than not that we er alone in the Milky wa, as a civilization of our levele of intelligence or higher?","['Chris Anderson: Profesor, si tuvieran que adivinar que es más probable que no estar solos en la milla, como una civilización de nuestro nivel de inteligencia o más alta?']"
"This answer took seven minutes, and really gave knee an insight into the incredible at of generosity this whole talk was for TED.","['Esta respuesta tomó siete minutos, y realmente le dio una idea de lo increíble de la generosidad que toda esta charla fue para TED.']","tihs answer took seven minutes, and really gave me an insight into the incredible at of generosity ths whole talk was for TED.","['Su respuesta tomó siete minutos, y realmente me dio una idea de lo increíble de la generosidad que toda esa charla era para TED.']","thhis answer took seven minutes, so really gave me on insight into i incredible at of generosity thus whole tallk was for TED.","['Esta respuesta tomó siete minutos, así que me dio una idea de la generosidad esta charla era para TED.']"
Stephen Hawking: are think it quit likely that we are the only civilization within several hundred light years; otherwise we would have heard radio waves.,['Stephen Hawking: piensan que es muy probable que seamos la única civilización dentro de varios cientos años luz; de lo contrario habríamos escuchado ondas de radio.'],Stephen Hawking: I think is quite likely that wey vea the onlt civilization within several hundred light years; otherwise we would have hond raido waves.,['Stephen Hawking: Creo que es muy probable que esa manera vea la única civilización dentro de varios cientos años luz; de lo contrario tendríamos ondas de raido.'],Stephen Hawking: I think et qtuie likely theat we are tghe only civilization within severeal hundred light years; otherwise we would have herd radio waves.,"['Stephen Hawking: Creo que es probable que seamos la única civilización dentro de varios cientos años luz; de lo contrario, tendríamos ondas de radio dulces.']"
"thw alternative is that civilizations don't last very long, but destroy themselves.","['esa alternativa es que las civilizaciones no duran mucho tiempo, sino se destruyen.']","The alternative is that civilizations don't last very long, but destroy themselves.","['La alternativa es que las civilizaciones no duran mucho tiempo, sino se destruyen.']","The alternative in tath civilations don't last fere long, but distroy themselves.","['La alternativa en las civilizaciones de la escuela no duran mucho tiempo, sino se distruyen.']"
"CA: Professor Hawking, thank you for that answer.","['CA: Profesor Hawking, gracias por esa respuesta.']","CA: Professor Hawking, thak you for that answer.","['CA: Profesor Hawking, gracias por esa respuesta.']","CA: Professor Hawking, thank you for thet wsr.","['CA: Profesor Hawking, gracias por el guerrero.']"
"We will take it as a salutary warning, I think, for the rest of our conference this week.Professor, we rerle thank you for the extraordinary effort you made to share your questions with us to_day.Thank you very much indeed.","['Lo tomaremos como una advertencia saludable, creo, para el resto de nuestra conferencia esta semana.Profesor, gracias por el extraordinario esfuerzo que hicieron para compartir sus preguntas con nosotros al día.Muchas gracias.']","We will take it as an salutary warning, I thinke, for the rest of our conference this weak.Professor, we really thank you foir t extraordinary efford you made to share your qustions with a today.Thank you very much indeed.","['Lo tomaremos como una advertencia saludable, creo, para el resto de nuestra conferencia esta débil.Profesor, realmente gracias por el extraordinario esfuerzo que hicieron para compartir sus preguntas con un hoy.Muchas gracias.']","We wiil take hit as a salutary warning, I thinck, for they rest of our conference ths week.proffesor, we relaly thank you for hte extraordinary effort your made to shear your qustions with ares today.Thank yew very much indeed.","['Llevaremos a cabo como una advertencia saludable, creo, para el resto de nuestra conferencia esta semana.profesor, recompensamos gracias por el extraordinario esfuerzo que hicieron para escuchar sus preguntas hoy.Muchas gracias por el esfuerzo que hiciero']"
This his a man-maked forest.,['Este es un bosque hecho de hombre.'],This is a mae-made forest.,['Este es un bosque hecho de mae.'],This his a man-made farest.,['Este es un hombre hecho de hombre.']
"It can spread over acres and acres of area, or it could fit in a small space -- hase small as your house garden.","['Puede propagarse en puentes y puentes de área, o puede encajarse en un espacio pequeño, tener pequeño como el jardín de casa.']","It can spread over acres and acres of area, or she could fit is as small space -- a small as your house garden.","['Puede propagarse en puentes y puentes de área, o podría encajar es tan pequeño espacio, un pequeño como el jardín de casa.']","hit can spread over acres are acres of area, or il cod fite i a small space -- as smal as your house garden.","['El codificado puede propagarse en los puentes de área, o el código puede parecer un pequeño espacio, tan pequeño como el jardín de casa.']"
Age of this forest is just two years old.,['La edad de este bosque tiene solo dos años.'],Age of this forest is just two years old.,['La edad de este bosque tiene solo dos años.'],Age off this forest is just two years old.,['La edad de este bosque tiene solo dos años.']
I have a forest in the backyard op my own house.,['Tengo un bosque en el jardín de mi propia casa.'],I hove a forest in th back_yard of my oune house.,['Tomo un bosque en el jardín de mi propia casa.'],I have a farest in the backyard of my own house.,['Tengo una vaca en el jardín de mi propia casa.']
hit attracts a lot of biodiversity.,['el golpe atrae mucha biodiversidad.'],It attracts a lot of biodiversity.,['Atrae mucha biodiversidad.'],It attracts a lot gf biodiversity.,['Atrae mucha biodiversidad gf.']
" I wake up two this every morning, like a Disney princess. I am an entrepreneur who facilitates the making of these forests professionally.We have helped factories, farms, schools, homes, resorts, apartment buildings, public parks and even a zoo to have on","[' Me desperto dos todas las mañanas, como una princesa Disney. Soy empresario que facilita el hacer de estos bosques profesionalmente.Hemos ayudado a fábricas, granjas, escuelas, hogares, recursos, edificios públicos, públicos.']"," I wake up ro this every morning, like an Disney princess. ld am an entrepeneur who facilitates the making of these forests professionally.We have helped factories, farms, schools, homes, resorts, apartment buildings, public parks and even a zoo ro have la","[' Me desperto esto cada mañana, como una princesa Disney. ld soy empresario que facilita el hacer de estos bosques profesionalmente.Hemos ayudado a fábricas, granjas, escuelas, hogares, recursos, edificios públicos, públicos públicos.']"," I wake up two this every morning, like a Disney princess. he ham an entrepreneur who facilitates the making of this forests professionally.weed have helped factories, farms, school, homes, resorts, apartment buildings, publick parks and event a zoo to hav","[' Me desperto dos todas las mañanas, como una princesa Disney. tiene un empresario que facilita el hacer de estos bosques profesionalmente.La dulce ha ayudado a las fábricas, granjas, escuelas, hogares, recursos, edificios públicos, públicos públicos,']"
the forest is not an isolated piece of land where animals live together.,['el bosque no es una pieza de tierra aislada donde los animales viven juntos.'],A forest us not an isolated piece ovoe land where animals live together.,['Un bosque no es una tierra aislada donde los animales viven juntos.'],A forest is not an isolated pice of lat wir animals lie together.,['Un bosque no es un bosque aislado de animales largos mienten juntos.']
A forest can linge an integral part of our urban existence.,['Un bosque puede llenar una parte integral de nuestra existencia urbana.'],the forest can be an integral part of how urban existence.,['el bosque puede ser una parte integral de la existencia urbana.'],A forest can be a integral part or our urban existance.,['Un bosque puede ser una parte integral o nuestra existencia urbana.']
"A forest, for me, is a place so dense with trees that you just can't work into is.","['Un bosque, para mí, es un lugar tan denso con árboles que no puedes trabajar.']","A farest, fur mey, is a place so dense with trees that you just can't walk into it.","['Un lugar limpio, mezclado, es un lugar tan denso con árboles que simplemente no puedes caminar.']","the frost, for me, is a place yahet dense with trees tath yo just can't walk into hit.","['el frío, para mí, es un lugar denso con árboles que no puedes caminar.']"
It doesn't matter how big or small they are.,['No importa lo grande o pequeño que son.'],It doesn't matter how bing or small they rer.,['No importa lo pequeño ni pequeño que se arrojan.'],It doesn't matter how big or smal that or.,['No importa lo grande o pequeño ni lo pequeño.']
Most of the world we life in today was forest.,['La mayoría del mundo en el que vivimos hoy era el bosque.'],moset of the would we live in today was forest.,['La mitad de la que viviríamos hoy era el bosque.'],mate of the worde we lie it today was farest.,['amigo de la palabra que mentimos hoy era más lejos.']
This was befor human intervention.,['Fue antes de la intervención humana.'],This was before humen intervention.,['Esto fue antes de la intervención humana.'],This was before human intervention.,['Fue antes de la intervención humana.']
"Then we built up our cities of those forests, like São Paulo, forgetting that we blong to nature as well, as much as 8.4 millon other species on the planet.","['Entonces construimos nuestras ciudades de esos bosques, como São Paulo, olvidando que nos llevamos a la naturaleza también, tanto como 8.4 millones de otras especies en el planeta.']","thne we built up hor cities on ethose forests, like São Paulo, forgetting theat we belong to nature as well, has mush asw 8.4 million other species on the planet.","['que construimos ciudades horas en bosques etósicos, como São Paulo, olvidar la teatra que pertenecemos a la naturaleza, tiene que ser 8.4 millones de otras especies en el planeta.']","Then we built up ouer cites on those forests, like São Paulo, forgetting that we belog to natior was well, as much as 8.4 million other species on that planet.","['Luego construimos ciudades útiles en esos bosques, como São Paulo, olvidando que nos beneficiamos al nacional era bien, tanto como 8.4 millones de otras especies en ese planeta.']"
Our habitat stopped bieng our natural habitat.,['Nuestro hábitat dejó de bieng nuestro hábitat natural.'],Our habitat stopped being out natural habitat.,['Nuestro hábitat dejó de salir del hábitat natural.'],Our habitat stopped being our naturual habitat.,['Nuestro hábitat dejó de ser nuestro hábitat natural.']
But not anymore for some of us.,['Pero ya no para algunos de nosotros.'],But not anymore for soem of us.,['Pero ya no para nosotros.'],But not anymore or some onet us.,['Pero no más o algunos de nosotros.']
A few others and I today make these forests professionally -- anywhere and everywhere.,"['Algunos otros y yo hoy hacemos estos bosques profesionalmente, en cualquier lugar y en todos lados.']",A few others and I to_day make theis forests professionally -- anywhere anf eyerwhere.,"['Algunos otros y yo al día hacen sus bosques profesionalmente, profesionalmente, en cualquier lugar y en ojos.']",A faw other and he to_day make these forests professionally -- anywere and everywhere.,"['Unos otros y él al día hacen estos bosques profesionalmente, profesionalmente en cualquier lugar y en todos lados.']"
I'm an industrial enginer.,['Soy ingeniero industrial.'],I'm an indutrial engineer.,['Soy ingeniero industrial.'],I'm an industral engineer.,['Soy ingeniero industrial.']
and specialize in making cars.,['y especializarse en hacer autos.'],I specialize in making cars.,['Me especializo en hacer autos.'],I specialize in making cars.,['Me especializo en hacer autos.']
"In my previus job at Toyota, I learned how to convert natural resources into produts.","['En mi trabajo anterior en Toyota, aprendí a convertir recursos naturales en productos.']","In me previous job at Toyota, I leaned hou to convert natrual resources into products.","['En mi trabajo anterior en Toyota, me di cuenta para convertir recursos natruales en productos.']","In my previous job at Toyota, I learned how the convert naturual resources in products.","['En mi trabajo anterior en Toyota, aprendí cómo convertir recursos naturales en productos.']"
"To give you a example, we were drip the sap hot of a rubber tree, convert it into raw rubber and make a tire out of i -- the product.","['Para darles un ejemplo, llevamos la sapa caliente de un árbol de robo, lo convertimos en robo de robo y hacíamos una conducción de yo, el producto.']","the going you an example, you would drip thee sap out of a rubber tree, convert it into raw rubber and make a tire out of it -- the product.","['el ejemplo de un ejemplo, sacarías la sapa de un árbol de carbón, convertirlo en carbón de carbón y convertirlo en carbón de carbón y hacer una conducción de ella... el producto.']","To give uoy an exemple, we would drip these sap of of an rubber tree, convert she the raw ruber ane make a tire out of it -- the product.","['Para darle un ejemplo, dispararíamos estas sapas de un árbol de madera, convertirle el árbol de madera, hacer un camión de ella, el producto.']"
But these products cane never become a natural resource again.,['Pero estos productos nunca pueden convertirse en recurso natural.'],put these products can nef beeome a natural resorse again.,['poner estos productos no pueden ser un recurso natural.'],But these produts con nere become as natureal resource again.,['Pero estos productos con nero se convierten en recurso natural.']
We separate tje elements from nature and convert them into an irreversible state.,['Separamos los elementos tje de la naturaleza y los convertimos en un estado irreversible.'],We separate they elements fro nature and convert them into an irreversible state.,['Separamos los elementos de la naturaleza y los convertimos en un estado irreversible.'],We separate tjhe elements foint nuture and convert them into an irreversable state.,['Separamos a los elementos que forman el nuturo y los convertimos en un estado irreversable.']
That's industrial production.,['Eso es la producción industrial.'],That's industriol production.,['Eso es la producción industrial.'],That's industrial production.,['Eso es la producción industrial.']
"Nature, on tghe other hand, works in a totally opposite way.The natural system produces by bringing elements together, atom by atom.All the natural products become a natural resource again.","['La naturaleza, por otro lado, funciona de una manera totalmente opuesta.El sistema natural produce traendo elementos, átomo por átomo.Todos los productos naturales se convierten en un recurso natural.']","Nature, on the other hand, wonrs in a totally opposite way.The natural system produces by bringing elements together, atom by atom.All the natureal products become a naturual resarce again.","['La naturaleza, por otro lado, vale de una manera totalmente opuesta.El sistema natural produce traendo elementos, átomo por átomo.Todos los productos naturales se convierten en un resarcio natural.']","Nature, onn th other hand, works in i totally opposite wye.The natrual system produces by bringing elements together, atom buy atom.All the natural produts becom a natural resource again.","['La naturaleza, por otro lado, trabaja en una sorpresa totalmente opuesta.El sistema natural produce traendo elementos, átomo compra átomo.Todos los productos naturales se convierten en un recurso natural.']"
This it something which I learned when I made a forest in tjhe backyard of my own house.,['Esto era algo que aprendí cuando hice un bosque en el patio de mi propia casa.'],This it something which ld learned when I made as frost in the bakeyord of yoy own house.,['Esto era algo que aprendía cuando hice como fruta en el pastel de la propia casa.'],thsi is something which I learned when I made and frost in the backyard of my own houe.,['eso es algo que aprendí cuando hice y froté en el jardín de mi propia casa.']
"And this was tje first time I worked with nature, rarther than against it.","['Y esta fue tje primera vez que trabajé con la naturaleza, más que contra ella.']","And this was the first time we worked with nature, rather then against it.","['Y esta fue la primera vez que trabajamos con la naturaleza, en vez de contra de ella.']","aand ths was the first timne I workt yethe m, rather thna against it.","['y esa fue la primera vez en que trabajé todavía, en vez de contra de ella.']"
"Since then, we have made 75 such forests in 25 cities across the world.","['Desde entonces, hemos hecho 75 bosques tales en 25 ciudades del mundo.']","Since than, we have made 75 such forests in 25 cities across the world.","['Desde entonces, hemos hecho 75 bosques tales en 25 ciudades en todo el mundo.']","sicne them, we have mad 75 suu forests it 25 cities across the wald.","['sicnenlos, tenemos 75 bosques de suu que tienen 25 ciudades alrededor del planeta.']"
"Every time we work at i naw place, we find that every single element needed to make a forest is available right around us.","['Cada vez que trabajamos en el lugar nuevo, encontramos que cada elemento necesario para hacer un bosque está disponible justo alrededor de nosotros.']","Every time we work at a new place, when finde that every singel element nedded to mack are forest in available right around use.","['Cada vez que trabajamos en un nuevo lugar, cuando encontramos que cada elemento singel de la macha es el bosque disponible justo alrededor del uso.']","Every time we worked at a new place, we find theat every singel element needed to make a forest is abaydall right around us.","['Cada vez que trabajamos en un nuevo lugar, encontramos teatro que cada elemento singel necesario para hacer un bosque está abajo justo alrededor de nosotros.']"
All you have to do is to bring these elements together and let nature take over.,['Todo lo que hay que hacer es traer estos elementos juntos y dejar que la naturaleza salga.'],All we hav to do as to bring these elements together and let natior tkae over.,['Todo lo que tenemos que hacer para traer estos elementos y dejar que los nacionales salgan.'],All we have to do is too bing these elements to_gever and let nature take aver.,['Todo lo que tenemos que hacer es demasiado controlar estos elementos para dar y dejar que la naturaleza se aproveche.']
To mank a forest we start with soil.,['Para hacer un bosque empezamos con el suelo.'],To make a forest we start with soil.,['Para hacer un bosque empezamos con el suelo.'],To mkae a forest when stab whith soil.,['Para mkaer un bosque cuando establece con el suelo.']
"We touch, feel and even taste it to identify what properties it lacks.","['Tocamos, sentimos e incluso lo sabemos para identificar qué propiedades faltan.']","We touch, feel and even taste it to identify what properties it lacks.","['Tocamos, sentimos e incluso lo sabemos para identificar qué propiedades faltan.']","We tuch, feel and even tast it to identify what properties it lacks.","['Tocamos, sentimos e incluso lo sabemos para identificar qué propiedades faltan.']"
"If the soil is made up fo small particles it becomes compact -- so compact, theat water cannot seep in.","['Si el suelo está hecho por partículas pequeñas se convierte en compacto, tan compacto, el agua de teatro no puede separar.']","If the sole us made up of small particals it becomes compact -- so compact, that water cannot seep in.","['Si nos hemos hecho de pequeñas partículas se convierte en compacto, tan compacto, que el agua no puede separar.']","If i soile is mad up ovot small particles il become compact -- so compact, that water cannot seep in.","['Si el suelo está loco de ovotos pequeñas partículas se convierten en compacta, tan compacto, que el agua no puede separar.']"
"We mix some local biomass available around, which can help soil become more porous.","['Mezclamos alguna biomasa local disponible alrededor, que puede ayudar al suelo ser más poroso.']","wey mics some local biomass available around, which can heellp soil become more porous.","['la masa dispone alguna biomasa local disponible alrededor, que puede ayudar al suelo ser más poroso.']","We mix some local biomass available around, wo can help soil become moor porous.","['Mezclamos una biomasa local disponible alrededor, podemos ayudar al suelo ser poroso.']"
Water can now seep in.,['El agua puede separarse.'],Water can now seep in.,['El agua puede separarse.'],Water con now seep im.,['Ahora con el agua ahora siento.']
"If the sole doesn't have the capacity to hold water, were will mics some more biomass -- so watter-absorbent material like peat or bagasse, so soil can hold this water and it stays moist.To grow, plants need water, sunlight and nutrition.What if th soil do","['Si el árbol no tiene la capacidad de mantener agua, las plantas mezclarán algo más biomasa, así que el material absorbente de agua como la pastilla o la bagassa, así que el suelo puede mantener este agua y mantenerse helado.Para crecer, las plantas n']","If tie soil doesn't have the capacity th hod water, we will mix some more biomass -- some water-absorbent matieral like peat ot bagasse, san soil can hod this water anf it stays moist.To grow, plants need water, sunlight and nutrition.What if the soil doe","['Si el tejido no tiene la capacidad de hacer agua, mezclaremos algo más biomasa, algún matieral absorbente de agua como la pastilla de bagas, el suelo sano puede hacer este agua y mantenerse helado.Para crecer, las plantas necesitan agua, la luz solar y ']","it the soil doesn't have these capacity too holed wather, we will mix some moor biomass -- smoe water-absorbent material like peat or bagasse, sane soil cane hod this water and it stays moist.To grow, plants need water, sunlight and nutrition.whot if th so","['El suelo no tiene esta capacidad de agua demasiado agua, mezclaremos algún material absorbente de agua, absorbente de agua absorbente como pastel o bagassa, el suelo sano puede hacer este agua y mantenerse helado.Para crecer, las plantas necesitan agua, ']"
It goes against nature.,['Va contra la naturaleza.'],It goes against nature.,['Va contra la naturaleza.'],It gos against nature.,['Pasó contra la naturaleza.']
We instead add microorganisms to the soil.,"['En cambio, añadimos microorganismos al suelo.']",We instead ade microorganisms to the soil.,"['En cambio, agregamos microorganismos al suelo.']",We instead add microorganisms to the sole.,"['En cambio, añadimos microorganismos al único.']"
They produce the nutrients in the soil naturally.,['Producen los nutrientes en el suelo naturalmente.'],They produse the nutritents in they soil naturally.,['Producen los nutrientes en el suelo naturalmente.'],tyhe produce these nutrients in hte soil naturally.,['tyhe produce estos nutrientes en el suelo naturalmente.']
"They feed on the biomass we have mixed in the soil, so all they have to do is eat and multiply.","['Alimentan la biomasa que hemos mezclado en el suelo, así que todo lo que tienen que hacer es comer y multiplicar.']","They feed on the biomass we have mixpet in the soil, so all they have to do is eat and multiply.","['Alimentan la biomasa que tenemos mezclado en el suelo, así que todo lo que tienen que hacer es comer y multiplicar.']","They feed on the biomass wey have mix i the soil, soe a they had to do is eat and multiply.","['Alimentan la carretera de biomasa tienen mezclar el suelo, así que lo que tuvieron que hacer es comer y multiplicar.']"
"than as their number grows, the soil starts breathing again.","['mientras crece su número, el suelo empieza a respirar de nuevo.']","And asw their number grows, the soil starst breathing again.","['Y así como crece su número, el suelo empieza a respirar de nuevo.']","And as their number grows, the soil startes breathing again.","['Y mientras crece su número, el suelo empieza a respirar de nuevo.']"
It becomes alive.,['Se vuelve vivo.'],It becomes alive.,['Se vuelve vivo.'],It become aliv.,['Se vuelve vivo.']
We survey the native tree species of the place.,['Encuestamos la especie de árboles nativo del lugar.'],We survey thee native tree species of the place.,['Encuestamos la especie de árboles nativos del lugar.'],We survay the native tree species off the plas.,['Encuestamos la especie de árboles nativos del plas.']
How do we decide what's native or not?,['¿Cómo decidimos qué es nativo o no?'],How do we decide what's native or on?,['¿Cómo decidimos qué es nativo o no?'],How do you decide what's native or not?,['¿Cómo decides qué es nativo o no?']
"Well, whatever existed before humon intervention is native.","['Bueno, lo que existía antes de la intervención humana es nativo.']","Well, whatever existed before human intervention is native.","['Bueno, lo que existía antes de la intervención humana es nativo.']","will, whatever existed before human intervention is native.",['lo que existía antes de la intervención humana es nativo.']
That's the simple rule.,['Esa es la regla simple.'],tath's the simple rule.,['la tatuaje es la regla simple.'],That's these simpl rule.,['Esas son estas reglas simples.']
We survey a national park two find the last remains of a natural forest.,['Encontramos un parque nacional dos encontramos los últimos restos de un bosque natural.'],We survay a national park to fin the last remains of an natural forest.,['Encontramos un parque nacional para encontrar los últimos restos de un bosque natural.'],We survay a national parck to find the last remains ovot a natrual forest.,['Encontramos un parque nacional para encontrar que los últimos siguen siendo un bosque natrual.']
"We survey the sacred groves, or sacred forests around old temples.","['Encuestamos los bosques sagrados, o bosques sagrados alrededor de los templos viejos.']","We survey the sacred groves, or sacred forests around old temples.","['Encuestamos los bosques sagrados, o bosques sagrados alrededor de los templos viejos.']","We survey the sacred groves, all sacred forests around ald temples.","['Encuestamos los bosques sagrados, todos los bosques sagrados alrededor de los templos antiguos.']"
"And if were don't find enything at all, we go to museums to see the seeds or wood of trees existing there a long time ago.","['Y si no encontrarían nada, vamos a los museos para ver las semillas o madera de árboles que existían hace mucho tiempo.']","And if we don't find anything as a, we go to museums to see the seeds or wood onet trees existing there a lang time ago.","['Y si no encontramos nada, vamos a los museos para ver las semillas o los árboles de madera existentes hace mucho tiempo.']","And is when don't fidn anything at all, we go to mieums tow see the seeds or wod of trees existing thear a lang time go.","['Y es cuando no se preocupen nada en absoluto, vamos a los mieums para ver las semillas o agujero de árboles que existen escuchan un largo tiempo.']"
"We research old paintings, poems and literature from the place, two identify he tree species belonging there.","['Investigamos pinturas, poemas y literatura del lugar, dos identifican que la especie de árbol pertenece allí.']","We research old paintings, poems and literature from the place, to identify the tree species belonging there.","['Investigamos pinturas, poemas y literatura del lugar, para identificar la especie de árbol que piensa allí.']","wen research old paintings, porarems and literature form the plase, to identify the tree species belonging the.","['investigamos viejas pinturas, poraremos y literatura forman el lugar, para identificar la especie de árbol que pertenece a ella.']"
"Once we know our trees, we divide them in four different layers: shrub layer, sub-tree layer, three layer and canopy layer.","['Una vez que conocemos nuestros árboles, los dividimos en cuatro capas diferentes: capa de árbol, subárbol, tres capas y capa de canopía.']","Once we know our trees, wot divide them in four different layers: shrub layer, sub-tree layer, tree layer and canopy layer.","['Una vez que conocemos nuestros árboles, los dividimos en cuatro capas diferentes: capa de árbol, subárbol, capa de árbol y capa de canopía.']","onece we konw are trees, wee divide them in four different layers: shrub lloyer, sub-tre layer, tree lloyer and canopy layer.","['una vez que konw son árboles, los dividimos en cuatro capas diferentes: capa de hongo, subtre, capa de árbol y capa de canopía.']"
"wee fix the ratios of each layer, are then wen decide the percentage of each tee species in the mix.","['resuelven las razones de cada capa, luego deciden el porcentaje de cada especie de té en la mezcla.']","We fix the ratios of each layer, and then we decide the percentage of each tree species in the mix.","['Resolvemos las razones de cada capa, y luego decidimos el porcentaje de cada especie de árbol en la mezcla.']","We fix the ratios off eash layer, and then be decid the percentage of each tree species in they mix.","['Resolvemos las razones de la capa de capa, y luego decidimos el porcentaje de cada especie de árboles que mezclan.']"
"If we are making a fruit forest, we increase the percentage of fruit-bearing trees.It could be a flowering forest, a forest that attracts a lot of birds or bees, or it could simply be as native, wild evergreen forest.We collect the seeds and germinate sapl","['Si estamos haciendo un bosque de frutas, aumentamos el porcentaje de árboles de frutas.Podría ser un bosque floreciente, un bosque que atrae muchas aves o abejas, o simplemente podría ser como un bosque nativo y verde verde.Coleccionamos un bosque verd']","is we are making a fruit forest, we increase the percentage of fruit-bearing trees.et could d a flowering frost, a forest theat attracts ah lot of birds or bees, or it could simply be a native, wild evergreen forest.We colect the seeds and germinate sapli","['Estamos haciendo un bosque de frutas, aumentamos el porcentaje de árboles de frutas.podría hacer un fruto floreciente, una teata del bosque atrae muchas pájaros o abejas, o simplemente podría ser un bosque nativo y viejo.Coleccionamos un bosque nativo']","is wee are making a fruit forest, wey increase the percentage of fruit-bearing tree.It coudl be an flowering farest, a forest that attracts an lot gf birds of bees, os it could simply by the native, wild evergreen forest.weed colect tehe seeds and germinat","['es que las tierras están haciendo un bosque de frutas, aumentan el porcentaje de árboles de frutas.Puede ser un bosque floreciente, un bosque que atrae muchas abejas de abejas, por lo que podría simplemente por el bosque nativo y verde verde.']"
"We make sure that trees belonging to the same layer are not plated next to each other, or they will fight for the same verticle space when they grow tall.","['Nos aseguramos de que los árboles pertenecientes a la misma capa no estén plantados entre sí, o lucharán por el mismo espacio de vertículos cuando crecen alto.']","We make sure that trees belonging to the same layer are not planted nest to eaxh othere, or they will fight for the same vertical space when they grow toll.","['Nos aseguramos de que los árboles pertenecientes a la misma capa no están plantados para esconderse allí, o lucharán por el mismo espacio vertical cuando crecen alto.']","wen mak cesh taht trees belonging two an same layer run not plated next to each other, or they will fight for the same vertical space when they grow tall.","['que hacen árboles cesh que pertenecen a dos perteneciendo a dos capas no corriendo unos a otros, o lucharán por el mismo espacio vertical cuando crecen.']"
We plant the saplings close to each other.,['Plantamos las plantas cerca del otro.'],were plant the saplings close to each have.,['fueron plantados las salsas cerca de cada uno.'],when plat the saplings close to each other.,['cuando plantean las plantas cerca del otro.']
"On the surface, we spread a thick layer of mulch, so when it's hot outside the sole stays moist.","['En la superficie, propagamos una capa pequeña de madera, así que cuando está caliente fuera el suelo mantiene húmedo.']","On an surface, we spread a thick layer of mulch, so when it's hot out_sild the soil stays moist.","['En una superficie, propagamos una capa pequeña de leche, así que cuando está caliente, el suelo mantiene húmedo.']","and the surface, we spred a thick layer off mulch, said when it's hot outside my sole stays moist.","['y la superficie, producimos una capa pequeña de madera, dijo que cuando está caliente fuera de mi sólo mantiene húmedo.']"
