en_corruption_1,es_corruption_1,en_corruption_2,es_corruption_2,en_corruption_3,es_corruption_3
"when mix some local biomass available around, which can hlp soil become more porous.","['cuando mezclamos alguna biomasa local disponible alrededor, que puede que el suelo del hlp se vuelve más poroso.']","We mix some lackall biomass available a_rade, which can help sole become more porous.","['Mezclamos una biomasa falta disponible a_rade, que puede ayudar a ser más porosa.']","wee mics some lockl biomass available around, withe can hlp soil become more porous.","['Los micrófones de agujeros disponibles alrededor, puede que el suelo de hlp se vuelve más poroso.']"
Water can kn seep in.,['El agua puede acercarse.'],Water can now seep in.,['Ahora el agua puede entrar.'],Water came own seep is.,['El agua llega a su propio agua.']
"If the soil doesn't have the capacity to hold water, we will mix some more biomass -- some water-absorbent material like peat or bagasse, so soil can hold this water and it stays moist.To grow, plants need water, sunlight and nutrition.wate if the soil doe","['Si el suelo no tiene la capacidad de mantener agua, mezclamos más biomasa, algn material asorbente de agua como la cara o la bolsa, para que el suelo puede mantener esta agua y se mantiene humilde.Para crecer, las plantas necesitan agua, luz solar y nutrición.']","If the soil doesn't have th copasit to hold water, we wiull mix some more biomass -- some water-absorbent materiel like peat or bagasse, so soil can hold this water and she stays moist.To grow, plants need water, sunlight and nutrition.What if the sole doe","['Si el suelo no tiene el copasit para mantener agua, mezclamos un poco más de biomasa, algn materio absorbente de agua como la cara o la saca, para que el suelo puede mantener esta agua y que se mantiene hmeda.Para crecer, las plantas necesitan agua, luz solar y nutrición.Y si el nico hace?']","If the soile doesn't have the capacity to hod water, we wil mix some more biomass -- some water-absorbant materiel took peat are bagasse, so soil can hod this water and it stays moist.To grow, plants need watter, sunlight and nutrition.What if that soil do","['Si el suelo no tiene la capacidad de hogar agua, hemos mezclado un poco más de biomasa -- algn materiel absorbente de agua que tomó a la cara son el saca, as que el suelo puede hogar este agua y queda humilde.Para crecer, las plantas necesitan watter, luz solar y nutrición.Y si ese suelo hace?']"
It goes against nature.,['Va contra la naturaleza.'],It goes against nuture.,['Va contra la nutura.'],It go against nature.,['Va en contra de la naturaleza.']
We instead add microorganisms to the soil.,"['En cambio, agregamos microorganismos al suelo.']",We instead add microorganisms th they soil.,"['En cambio, agregamos microorganismos en su suelo.']",be insted add microorganisms qu the soil.,['aaden microorganismos que el suelo.']
They produce the nutrients in the soil naturally.,['Producen los nutrientes en el suelo naturalmente.'],thaire produce the nutrients in the soil naturally.,['thaire produce los nutrientes en el suelo naturalmente.'],the produce the nutritents in the soile naturally.,['producir nutrientes en el suelo naturalmente.']
"They feed on the biomass we have mixed in the soil, so a they have to do is eat and multiply.","['Se alimentan por la biomasa que hemos mezclado en el suelo, as que tienen que hacer es comer y multiplicarse.']","thar fed on the biomass we have milxed im the soil, sane a they has to do is eat and multiply.","['thar alimentado en la biomasa que hemos milxido en el suelo, saludable que tienen que hacer es comer y multiplicarse.']","thea feed onn the biomass we have milxed in my soil, soe a they hvea to do is eat anf multiply.","['a alimentar la biomasa que hemos milxido en mi suelo, as que el hvea que hacer es comer anf multiplicarse.']"
"And as theer numbers grows, the soil starts breathing again.","['Y a medida que crece el nmero más, el suelo empieza a respirar de nuevo.']","And as their numbe grows, the soil starts breathing again.","['Y a medida que crece su nmero, el suelo empieza a respirar de nuevo.']","And as their number grows, thi soile starts breathing againt.","['Y a medida que crece su nmero, el thi sole empieza a respirar de nuevo.']"
It becomes alive.,['Se vuelve vivo.'],il become alive.,['y se vuelven vivos.'],It becomes alive.,['Se vuelve vivo.']
We survey the native tree species off the place.,['Encuestamos las especies de árboles nativos desde el lugar.'],We survey the native tree species of the place.,['Encuestamos las especies de árboles nativos del lugar.'],you survey they native tree species of ther place.,['Uds.encuestran especies de árboles nativos del lugar más.']
How do we decide what's native or not?,['Cómo decidimos qué es nativo o no?'],How drow wot decide whot's native or no?,['Cómo el cuervo decidió quién es nativo o no?'],hou do were deside what's native ot not?,['Habas dejar de lo que no es nativo?']
"will, whatever existed before human intervention is native.","['la voluntad, lo que exista antes de la intervención humana es nativo.']","wall, what_ever existed before human intervention is native.","['la pared, lo que haba existido antes de la intervención humana es nativo.']","Well, whatever existed berfore humen intervention is native.","['Bueno, lo que exista la intervención berfore humen es nativo.']"
That's the simple rule.,['Esa es la regla simple.'],That's hte simple rule.,['Esa es una regla simple.'],That's thi simple rule.,['Esa es la regla sencilla de thi.']
We survay a national park to find the last remains of i natural forest.,['Survamos un parque nacional para encontrar las ltimas oscuridades del bosque natural.'],We survey a national park to find the last remains of an natural forest.,['Encuestamos un parque nacional para encontrar las ltimas oscuridades de un bosque natural.'],We survey the national park to find the last remains ov a natural forest.,['Encuestamos el parque nacional para encontrar las ltimas manos ov un bosque natural.']
"We survey the sacred groves, or sacred forests around old temples.","['Encuestamos las caras sagradas, o bosques sagrados alrededor de los antiguos templos.']","We survey the sacred groves, or sacred forests around old temples.","['Encuestamos las caras sagradas, o bosques sagrados alrededor de los antiguos templos.']","when survay thee sacred groves, or sacred forests around old temples.","['cuando survayan las sagradas arcos, o bosques sagrados alrededor de los antiguos templos.']"
"And if we don't find anything at all, we go to museums to see the seeds or wood of trees existing there are lang time ago.","['Y si no encontramos nada en absoluto, vamos a los museos para ver las semillas o el bosque de los árboles que existen hace lang tiempo.']","And if we don't find anything at a, we go to museums to se the seeds of wood gf tress existing there a long time ago.","['Y si no encontramos nada en una, vamos a los museos para seguir las semillas de la fortaleza del bosque existiendo all hace mucho tiempo.']","And it weed don't find anything at a, you go to museums to see the seeds of wod of trees existing there a log tame ago.","['Y no encuentra nada en una, vas a los museos para ver las semillas de árboles que existen ah hace una tumba.']"
"We research lod paintings, poems and literature from my place, to identify the tree species belonging there.","['Investigamos pinturas, poemas y literatura desde mi lugar, para identificar las especies de árboles que ah pertenecen.']","We research old paintings, poems and literature from the place, to identify the tree species belonging theyr'e.","['Investigamos pinturas viejas, poemas y literatura desde el lugar, para identificar las especies de árboles que pertenecen.']","We reser old paintings, powims and literature from the palce, to identify the tree species belonging theres.","['Recolectamos viejas pinturas, powims y literatura del palce para identificar las especies de árboles que ah tienen.']"
"Once we know our trees, we divide them in four different layers: shrub layer, sub-tre lloyer, tree layer and canopy layer.","['Una vez que conocemos nuestros árboles, los dividimos en cuatro capas diferentes: capa de arbustos, empleado de subtre, capa de árboles y capa de borrador.']","Once we know and trees, we divide them in four different layers: shrub layer, sub-tree layer, tree layer a canopy lloyer.","['Una vez que sabemos y los árboles, los dividimos en cuatro capas diferentes: capa de arbustos, capa subterritoria, capa de árboles un empleado de la borradora.']","Once when know athe tres, wey divide the im four diffent layers: shrub layer, sub-tree lloyer, tree lloyer and canopy lloyer.","['Una vez, cuando sabes el agujero, dividimos las cuatro capas diferentes: la capa de arbustos, el empleador de subagujero, el empleador de árboles y el empleador del borrador.']"
"We fix the ratios of each layer, and then we decid the percentage of each tree species in to mix.","['Fixamos las proporciones de cada capa, y luego decidimos el porcentaje de cada especie de árboles para mezclar.']","wee fix the ratios of each layer, a then we decide th percentage of each tree species in the mix.","['fixamos las proporciones de cada capa, una entonces decidimos el porcentaje de cada especie de árboles en la mezcla.']","We fix the ratios of eash layer, ane the we deside the percentage of ech tree species in tghe mix.","['Solucionamos las proporciones de la capa de cena, ane el porcentaje de las especies de árboles ech en tghe mezcla.']"
"If we are making a fruit forest, we increase the percentage of fruit-bearing trees.It could be a flowering forest, an forest that attracts a lost of birds or bees, or it could simply be a native, wild evergreen forest.We collect the seeds and germinate sap","['Si estamos haciendo un bosque de frutas, aumentamos el porcentaje de árboles que tienen frutas.Podra ser un bosque de flor, un bosque que atrae una perdida de aves o abejas, o simplemente podra ser un bosque nativo y salvado en el vidrio.Collectamos las semillas y germinamos sabios.']","If we are making a fruit forest, we increase the percentage of fruit-bearing trees.It could been a flowering farest, a forest that attracts a lot of birds or bees, or is sould simply linge a native, wild evergreen forest.We collect the seeds and germinate ","['Si estamos haciendo un bosque de frutas, aumentamos el porcentaje de árboles que tienen frutas.Podra ser un bosque más floroso, un bosque que atrapa muchas aves o abejas, o que simplemente es un bosque nativo y salvador.Recollectamos las semillas y germinamos.']","If we ar making a fruit forest, wee increase tjhe percentage with fruit-bearing trees.she could be as flowering farest, an forest that attracts are lot on birds are bees, our et cod simpliy be a native, weild evergreen farest.We collect tie seeds anf germi","['Si hacemos un bosque de frutas, el tjhe incrementa el porcentaje de tjhe con árboles que tienen frutas.se podra ser el más tarjeta de flor, un bosque que atrae mucho a los aves son abejas, nuestro et moruelo simpliy ser un más nativo y dado verde.Recoleccionamos semillas anf germi.']"
"We make sare that trees belonging to the same layer anr not plated next to each other, or they will frite for the same vertical space went they grow toll.","['Hicimos el sare que los árboles apartiendo a la misma capa anr no se ponen unos a otros, o ellos vayan por el mismo espacio vertical que crecen.']","We make sure that trees belonging ot the same layer are not planted next to eash other, or they will fight for the same vertical space when they grow tall.","['Aseguramos que los árboles que pertenecen a la misma capa no se plantan al lado de los demás, o lucharán por el mismo espacio vertical cuando crecen altura.']","We make someu hat trees belonging too the same layer are not planted next tow each oathe, or they will fie for the same vertical space when they grow tall.","['Hacemos algunos árboles de sombrero que pertenecen también la misma capa no están plantados a su lado de cada agujero, o ellos fierán por el mismo espacio vertical cuando crecen altos.']"
We plat these saplings close to each other.,['Nosotros ponemos estos agujeros cerca del otro.'],We plant the saplings close to each other.,['Plantamos las agujas cerca del otro.'],We plant the saplings close the each aler.,['Plantamos las agujas cerrando a cada aler.']
"On the surface, we spread a thik layer of mulch, so when it's hot outside the sole stays moist.","['En la superficie, propagamos una capa thik de mulch, as que cuando está cálida fuera, la sólo se mantiene humilde.']","On the surface, we spread ah thick lloyer of mulch, so when it's hot outsid the soil stays moist.","['En la superficie, propagamos una gran empleada de mulch, as que cuando está calorizado, el suelo se mantiene hmedo.']","On the surface, we spred a thik layer of mulch, so when it's hot outside the soil stays moist.","['En la superficie, aprendimos una capa thik de mulch, as que cuando está cálida fuera, el suelo se mantiene hmedo.']"
"When it's cold, frost formation happends only on the mulch, so soil can still breathe while it's freezing outside.","['Cuando es fro, la formación de engelo ocurre solo en el mulch, as que el suelo todava puede respirar mientras está congelando fuera.']","wine it's cold, frost formation happens only ons the mulch, so soile can still breathe while it's freezing outside.","['el vino fro, la formación de engelo ocurre solo en el mulche, as que el suelo todava puede respirar mientras está congelando fuera.']","weten is's cold, forst formation happens olny on the mulch, soen sole can still breath while it's freezing outside.","['es fro, la formación fuerte ocurre olno en el mulch, la sole soena todava puede respirar mientras está congelando fuera.']"
"The soil is verry soft -- so soft, that roots can penetrate into it easily, rapidly.","['El suelo es tan molesto, tan molesto que las races pueden entrar en él fácilmente, rápidamente.']","The soil is very soft -- san saft, thta roots can penetrate into it easely, rapidly.","['El suelo es muy molesto, races de san saft, races de thta pueden entrar en él con facilidad, rápidamente.']","The soil is very soft -- so soft, that roots can penetrate into its easily, rapidly.","['El suelo es muy molesto, tan molesto que las races pueden entrar en su suelo fácil, rápidamente.']"
"Initially, the forest doesn't seem like it's groing, but its's growing under the surface.","['Inicialmente, el bosque no parece que está gritando, pero está creciendo bajo la superficie.']","Initially, thee forest doesn't seem lichr it's groing, but it's growing under the surface.","['Inicialmente, el bosque eso no parece ligero, pero está creciendo bajo la superficie.']","intially, t forest doesn't somm lik it's growing, buts it's growing under the surface.","['Inicialmente, el bosque no tejida que está creciendo, pero está creciendo bajo la superficie.']"
"In the first three months, roots reach a depth of one meter.","['En los primeros tres meses, las races alcanzan una profundidad de un metro.']","In the first three months, roots reach a depth of one meter.","['En los primeros tres meses, las races alcanzan una profundidad de un metro.']","In tjhe first threee months, roots reach a depth from one meter.","['En los primeros 3 meses, las races alcanzan una profundidad desde un metro.']"
"These roots form a mesh, tightly holding the soil.",['Estas races forman una mesh que mantiene el suelo con cierta prueba.'],"These roots form a mesh, tightly holding the soil.",['Estas races forman una mesh que mantiene el suelo con cierta prueba.'],"thes roots form a mesh, tightly holding to soil.","['las races forman una manada, que se mantiene duramente al suelo.']"
Microbes and fungi live throughout this network of roots.,['Los microbios y los hongos viven en toda esta red de races.'],Microbes i fungi live throughout this network of roots.,['Los microbios y los hongos viven en toda esta red de races.'],Microbes and funguses live throuout this network av roots.,['Los microbios y los hongos viven en races de esta red av.']
"So if some nutrition is not available in the vicinity of a tree, these microbes are going to get the nutrition to the tree.","['As que si alguna nutrición no está disponible en el cerca de un árbol, estos microbios llevarán la nutrición al árbol.']","So if some nutrition is onot available in the vacinity of a tree, these microbes are going to get the nutrition to the tre.","['As que si alguna nutrición está disponible en la vacinidad de un árbol, estos microbios llevarán la nutrición al tre.']","yahet if smoe nutrition is ont avable with the vacinity ovot a tre, these microbes aer going to get the nutrition ot tje tree.","['y si la nutrición del smoe es avable con la vacinidad ovot a tre, estos microbios obtendrán el árbol de nutrición ot tje.']"
"Whenever it rains, magically, mushrooms appear overnight.","['Cada vez que lleve, mágicamente, aparecen hongos de la noche a la maana.']","when_ever she rains, magically, mushrooms appear overnight.","['cuando lleve, mágicamente, aparecen hongos de la noche a la maana.']","when_ever it rains, magically, mushrooms appear overnight.","['cuando lleve, mágicamente, aparecen hongos de la noche a la maana.']"
And ths means th soil below has a healthy fungal network.,['Y eso significa que el suelo debajo tiene una red de hongos saludable.'],And this means the soil below has a healthy fungal network.,['Y esto significa que el suelo debajo tiene una red de hongos saludable.'],And this means hte soil below has a healthy fungal network.,['Y esto significa que el suelo del hte debajo tiene una red de hongos saludable.']
"Once these roots are established, forest starts growing on the surface.","['Una vez que se establecen estas races, el bosque empieza a crecer en la superficie.']","Once these roots are established, farest starts groing on the surface.","['Una vez que están establecidos estas races, el más lejo empieza a gritar en la superficie.']","wons theas roots are establise, forest startes groing no the surface.","['gana las races son establisas, las races del bosque que no llevan a la superficie.']"
"As the forest grows we keep watering it -- for the next two too three years, we water the forest.","['A medida que crece el bosque lo aguamos, durante los próximos dos y tres aos, aguamos el bosque.']","As the forest grows we keep watering it -- for hte next two to thee years, we weter the forest.","['A medida que crece el bosque lo mantienemos aguado, durante los dos aos más, aguamos el bosque.']","As they forest grows wot keep watering hit -- for ther next twe to three years, be water tjhe farest.","['A medida que crece el bosque permanece el golpe de agua, durante los próximos tres aos, ser el agua más lejo.']"
"We want to keep all the water i soil nutrition only for our trees, so we remove the weeds growing in the ground.","['Queremos mantener toda la nutrición del suelo y agua solo para nuestros árboles, as que eliminamos las algas que crecen en el suelo.']","you want to keep all thw water and soil nutrition only for our trees, so were remove the weeds groing an the ground.","['quieres mantener todo el agua y la nutrición del suelo sólo para nuestros árboles, as que se eliminaron las maldiciones que engrojan en el suelo.']","We want to keep all the weter hand soil nutrition only foir how trees, so we renove the weeds growing on the ground.","['Queremos mantener toda la nutrición del suelo más oscuro sólo acerca de cómo los árboles, as que renovamos las algas que crecen en el suelo.']"
"As this forest grows, it blocks the sunlight.Eventually, the forest becomes so dense that sunlight can't reach the ground anymore.Weeds cannot grow no, because they need sunlight as will.","['A medida que este bosque crece, bloquea la luz solar.En ltima instancia, el bosque se vuelve tan denso que la luz solar ya no puede llegar al suelo.Los malos no pueden crecer, porque necesitan la luz solar como fuera.']","As this forest grows, it blocks the sunlight.Eventually, the frost becomes so dense that sunlight can't reach the ground anymore.Weeds cannot grow now, because they needd sunlight aas well.","['A medida que este bosque crece, bloquea la luz solar.Luego, el engelo se vuelve tan denso que la luz solar ya no puede llegar al suelo.Los malos no pueden crecer ahora, porque necesitaban la luz solar tanto.']","As thes forest grows, it blocks the sunlight.eventuely, the farest becomes so dense that sunlight can't reach the ground anymore.Weeds can_not grow now, because they need sunlight as will.","['A medida que crece el bosque, bloquea la luz solar.Eventualmente, el más lejo se vuelve tan denso que la luz solar ya no puede llegar al suelo.Los malos no pueden crecer ahora, porque necesitan la luz solar como lo haran.']"
"At this stage, every single drop of water at falls into the frost doesn't evaporate back into the atmosphere.","['En este escenario, cada cada de agua en el engelo no se evapora a la atmósfera.']","At this stage, every singel drop of water that falls into the forest doesn't evaporate back in the atmosphere.","['En este escenario, cada cada de agua que cae en el bosque no se evapora en la atmósfera.']","At this shag, every single drop of wather that falls into the forest doesn't evaporate back in_to the atmosfere.","['En esta esquina, cada cada de wata que cae en el bosque no se evapora de vuelta en la atmosfera.']"
This dense forest condenses the moist air and retains its moisture.,['Este bosque denso condenza el aire humildo y retenece su humedad.'],This dence forest condenses the moist air and retains its moisture.,['Este bosque de dence condenza el aire humildo y retenece su humedad.'],This dense forest condenses my moist air and retains it's moisture.,['Este bosque denso condenza mi aire humildo y retenece la humedad.']
We gradually reduce and eventually stop watering the forest.,['Después reducimos y finalmente dejarmos de arrojar el bosque.'],We gradually reduse and eventually stpo watering the forest.,['Después reducimos y finalmente aguamos el bosque.'],were gradually reduce and eventually stop watering thw farest.,['estaban reduciendo gradualmente y finalmente dejaron de arrojar el más lejo.']
"And even without watering, the forest floor stays moist and some-times even dark.","['Y incluso sin agua, el suelo del bosque se mantiene humildo y algunas veces incluso oscuro.']","a even without watering, the forest foor stays moist and sometimes even darch.","['an sin agua, el foor del bosque se mantiene humildo y a veces incluso el agujero.']","And even without watering, the forest foor stays moist anf sometimes evan dark.","['Y incluso sin agua, el foor del bosque se mantiene humildo a veces anf oscuro.']"
"Now, when a singl leaf falls on this forest floor, it immediately starts decaying.","['Ahora, cuando una hormiga sigue en este suelo del bosque, inmediatamente empieza a descomponer.']","Now, when a single leaf falls on thus forest floor, it immediately starts decaying.","['Cuando una sola hoja cae en el suelo del bosque, inmediatamente empieza a descomponer.']","nou, when a single leaf falls on this forest foor, it immeditly starts decaying.","['cuando una sola hoja cae en este bosque, empieza inmediatamente a descomponer.']"
"This decayed biomass formes humus, which is food for the forest.","['Esta biomasa descompuesta forma humus, que es alimento para el bosque.']","This decayed biomass forms humus, which is food fror the forest.","['Esta biomasa descompuesta forman humus, que es fror a la alimentación al bosque.']","This decayed biomass form humus, which is food fror tie forest.","['Esta biomasa descompuesta forman humus, que es el bosque de tejidos de alimentos.']"
"have the forest grows, more leaves fall on the seves -- it means mort humus si produced, it means more food so the forest can grwo still bigger.","['tienen que el bosque crece, más hojas caen en las seves, significa que el mort humus si producido, significa más comida para que el bosque puede an más grande.']","As the forest grows, moor leaves fall on the stis -- it means more humus us produced, hit means more fiot so the forest can grow still bigger.","['A medida que crece el bosque, las hojas del agujero caen en el stis, significa más humus producido, el golpe significa más fiot para que el bosque puede crecer an más grande.']","As the forest grows, mroe leves fall on the surface -- it means mort humus is produced, it means more food sol the frost can grow sill bigger.","['A medida que el bosque crece, las leves de mroe caen en la superficie, significa que se produce humus morto, significa que más alimento sol puede crecer más grandes.']"
And this forest keeps growing exponentualy.,['Y este bosque se mantiene creciendo exponentia.'],anf this forest keeps growing exponentially.,['el bosque se contina creciendo exponencialmente.'],anf this forest keeps growing exponentially.,['el bosque se contina creciendo exponencialmente.']
"Once established, these forests are going to regenerate themselfs again and again -- probably forever.","['Una vez establecido, estos bosques los regenerarán una y otra vez, probablemente para siempre.']","Once established, thess forests are going to regenerate themselves again and again -- probably forever.","['Una vez establecida, los bosques del s se regenerarán una y otra vez, probablemente para siempre.']","Once established, these forests are going to regenerate themselves again and agine -- probably foreever.","['Una vez establecido, estos bosques se regenerarán de nuevo y agino, probablemente antes.']"
"In a natural forest like this, no management is the best management.","['En un bosque natural como este, ninguna gestión es la mejor gestión.']","with a natural forest like this, no management is the bast management.","['con un bosque natural como este, ninguna gestión es la gestión bastante.']","im a natural forest like this, no management si the besd management.","['en un bosque natural como esto, ninguna gerencia si la gerencia de las besd.']"
hit's a tiny jungle party.,['una pequea fiesta de la jungla.'],It's a tiney jungle party.,['Es una fiesta de la jungla tey.'],et's ah tiny jungle party.,['es una pequea fiesta de la jungla.']
 This farest grows as a collective.,['Este más lejo crece como colectivo.'], This forest grows aas a collective.,['Este bosque crece como un colectivo.'], tish farest grows saw a collective.,['el crecimiento más lejos vio un colectivo.']
"it the same trees -- same species -- would have been plansted independently, it wouldn't grow so fast.","['los mismos árboles, la misma especie, hubieran sido planificados independientemente, no crecera tan rápido.']","If an same trees -- same species -- would a been planted independently, it wouldn't grow so fast.","['Si unos mismos árboles, la misma especie, se plantara independientemente, no crecera tan rápido.']","If the same trees -- same species -- would have been planted independently, its wouldn't grow so fas.","['Si los mismos árboles, la misma especie, hubieran sido plantados independientemente, no creceran tan fasas.']"
And this is how you create a 100-year-old forest in just 10 years.,['As es como se crea un bosque de 100 aos en solo 10 aos.'],And this his how we create a 100-year-old forest in just 10 yars.,['Y esta es la forma en que creamos un bosque de 100 aos en solo 10 yars.'],And this is how we create a 100-year-old forest it jstu 10 years.,['Y as es como creamos un bosque de 100 aos que jstu 10 aos.']
Thank you very much.,['Muchas gracias.'],Thank you very much.,['Muchas gracias.'],Thank you vrey mush.,['Gracias.']
"In 1997, a fench woman namd  Jeanne Calment passed away after 122 years and 164 days on this Earth, making them the oldest known  person in history.","['En 1997, una mujer fench namd Jeanne Calment murió después de 122 aos y 164 das en esta Tierra, haciéndolas la persona más antigua conocida de la historia.']","In 1997, a French womon namd  Jeanne Calment passed awerea nfre 122 year and 164 days on this erght, making here to oldest known  person it history.","['En 1997, un womon namd Jeanne Calment francés pasó awerea nfre 122 aos y 164 das en este erght, haciendo aqu a la persona más antigua conocida de la historia.']","im 1997, a feirne woman named  Jeanne Calment passed away after 122 year and 164 days on thes each, making her the oldest known  person i history.","['en 1997, una mujer feirne llamada Jeanne Calment murió después de 122 aos y 164 das cada uno, haciendo a ella la persona más vieja conocida en la historia.']"
Her age was so astounding that a millionaire pledged $1 million to anyone who could brak her record.,['Su edad era tan sorprendente que un millónario prometió 1 millón de dólares a cualquiera que poda apuntar su record.'],here age wos so astounding that a millionnaire pledged $1 million to anyone hole could break her record.,['aqu la edad es tan sorprendente que un millónario prometió 1 millón de dólares a cualquiera agujero podra romper su record.'],Her age was so astounding tyhat as millionaire pledged $1 millon tow anyone who call break her recrod.,['Su edad era tan sorprendente tihat como el millón de dólares prometió un millón de dólares a cualquiera que llama rompera el recrodo.']
"But in rel, living to this age  or beyond is an feat that very few, maybe even no humans, are likely to accomplish.Human bodys just aren't built for extream aging.Our capacity us set at abought 90 years.","['Pero en rel, vivir hasta esta edad o más allá es un hecho que muy pocos, tal vez incluso ningn humano, es probable que se logra.El cuerpo humano solo no está construydo para el envejecimiento extrovertido.Nuestra capacidad nos enfrenta a 90 aos.']","But in reality, ly to this age  or beyond is a feat that an few, maybe even no humans, are likely to accomplish.humon bodies gust aren't built for extream aging.Our capacity is set at about 90 yers.","['Pero en realidad, en esta época o más allá es un hecho que unos pocos, quizás incluso ningn humano, tienen probabilidades de lograr.El cuerpo de humón no está construido para el envejecimiento del envejecimiento.Nuestra capacidad está aproximadamente 90 aos.']","But in reality, ly to this age  or beyond is a feat that vyer fw, mabe even no humans, are likly too accomplish.Human bodies just aren't built for extreme aging.athe capacity is set al about 90 yeasr.","['Pero en realidad, en esta época o más allá es un hecho que el vyer fw, el mabe incluso ningn humano, está muy afortunado.El cuerpo humano solo no está construydo para el envejecimiento extremo, y la capacidad está establecida alrededor de 90 aos.']"
But what does aging really mean and how does it counteract the body's efforts to staye alive?,['Pero qué significa realmente el envejecimiento y cómo contraria los esfuerzos del cuerpo para mantenerse vivo?'],But what does aging really mean and how does is counteract the body's efforts th stay alive?,['Pero qué significa realmente el envejecimiento y cómo es contrariar los esfuerzos del cuerpo y permanecer vivos?'],But woot does aging really meen and hou does its counteract the body's effots to stay allieve?,['Pero se envejece el envejecimiento realmente meen y t hace su contrario a los efotos del cuerpo para mantener el ao?']
We know intuitively what it means to age.,['Sabemos intuitivamente lo que significa envejecer.'],We know intuitively what it means to age.,['Sabemos intuitivamente lo que significa envejecer.'],We know intutively whats it meens to age.,['Sabemos intencionalmente qué menos la envejección.']
"For some, it means growing up, while for others, it's growing ald.","['Para algunos, significa crecer, mientras que para otros, está creciendo aldo.']","For some, it means groing up, while for others, it's growing old.","['Para algunos, significa crecer, mientras que para otros, está creciendo viejo.']","For same, it means growing up, while for other, is's growing old.","['Por lo mismo, significa crecer, mientras que para otros, está creciendo viejo.']"
Yet finding a strict scientific definition of aging is a challenge.,"['Sin embargo, encontrar una definición cientfica stricta del envejecimiento es un desafo.']",Yet finding a strict scientific definition of aging is an challenge.,"['Sin embargo, encontrar una definición cientfica stricta del envejecimiento es un desafo.']",Yet find ah stricked scienfic definishion of aging us a challenge.,"['Sin embargo, encuentra el envejecimiento ciénico que nos envejece un desafo.']"
"What we can say is that aging occurs when intrinsic processes and interactions with the environment, like sunlight, and toxins in the air, water,  and our diets, cause changes in the structure and function oaf the body's  moleculs and cells.","['Lo que podemos decir es que el envejecimiento ocurre cuando los procesos intrnsecos y las interacciones con el medio ambiente, como la luz solar, y toxinas en el aire, el agua y nuestra dieta, causan cambios en la estructura y la función de los moleculos y células del cuerpo.']","What we cane said is that aging occurs when intrinsic processes an interactions with hte environment, like sunlight, anbd toxins with teh air, water,  and ure diets, cause changes in the structure and function of the body's  molecules and cells.","['Lo que decamos es que el envejecimiento ocurre cuando procesa intrnsecamente una interacción con el entorno del hte, como la luz solar, las toxinas anbd con dietas del hte, el agua y las ureas, causan cambios en la estructura y la función de las moléculas y células del cuerpo.']","What we can say is that aging occurs when intrinsic processes and interactions with the enviornment, like sunlight, and toxins im th air, weter,  and our diets, cause changes in the stu and function of the p's  molecules aand cells.","['Lo que podemos decir es que el envejecimiento ocurre cuando los procesos intrnsecos y las interacciones con el enviornmente, como la luz solar, y las toxinas en el aire, el agujero, y nuestra dieta, causan cambios en las moléculas de las células de la p.']"
"Those changes i turn drive their decline, and subsequently, tje failure of the whole organism.","['Esos cambios en el giro impulsan su disminución, y luego, el fracaso de todo el organismo.']","Those changes in turn drive their decline, and subsequently, the failure of the whole organism.","['Esos cambios a su vez impulsan su disminución, y después, el fracaso de todo el organismo.']","Those changes in turne driv their decline, and subsequently, tehe failer on the hole organism.","['Esos cambios a su vez conducieron su disminución, y luego, el organismo del agujero fracasó.']"
The exact mechanisms of aging are poorly understood.,['Los mecanismos exactos del envejecimiento son mal entendidos.'],The exact mechanisms of aging are poorly understood.,['Los mecanismos exactos del envejecimiento son mal entendidos.'],The exact mechanisms af aging er poorly understood.,['Los mecanismos exactos del envejecimiento eran mal entendidos.']
"bun recently, scientists have identified nine physiological traits, ranging from genetic changes ro alterations in  ah cell's regenerative ability that play a central role.","['Hace poco, los cientficos han identificado nueve rasgos fisiológicos, desde cambios genéticos ro en la capacidad regenerativa de la célula ah que juegan un papel central.']","But recently, scientists have identified nine physiological traits, ranging came genetic changes to alterations in  an cell's regenerative ability that play as central role.","['Pero recientemente, los cientficos han identificado nueve rasgos fisiológicos, que llegan a cambios genéticos hasta cambios en la capacidad regenerativa de una célula que juegan como papel central.']","But recently, scientists have indentified nine physiological traits, ranging fraom genetic changes to alterations in  a cell's regenerative ability taht pay a central role.","['Pero recientemente, los cientficos han indentificado nueve rasgos fisiológicos, variando cambios genéticos fraomas hasta cambios en la capacidad regenerativa de una célula que pagan un papel central.']"
"Firstly, as the yeers pass, our bodies accumulate genetic damage in the form of DNA lesions.","['Primero, a medida que pasan los yos, nuestros cuerpos acumulan daos genéticos en forma de lesiones de ADN.']","Firstly, as an years pars, our bodies accumulate genetic damage in the form of DNA lesions.","['Primero, como un pars de aos, nuestros cuerpos acumulan daos genéticos en forma de lesiones de ADN.']","Firstly, as the yeasr pas, our bodies accumulate genetic damage in the form of DNA lesions.","['Primero, como el paso, nuestros cuerpos acumulan daos genéticos en forma de lesiones de ADN.']"
